pos,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,sqft_living15,sqft_lot15
1773,350000,4,2.25,2390,13002,2,0,0,3,8,2390,0,1987,98023,2450,11200
1774,355000,3,1,1650,10075,1,0,0,3,7,1170,480,1955,98177,1690,8125
1775,833000,4,1.75,2260,12238,1,0,0,3,9,2260,0,1967,98005,2430,10204
1776,383000,3,1,1150,10196,1,0,0,4,7,1150,0,1957,98052,1410,8925
1777,264500,3,2.25,1370,7087,2,0,0,3,7,1370,0,1993,98038,1400,6600
1778,905000,4,3.25,3440,7661,2,0,0,3,11,3440,0,2006,98029,3580,6478
1779,1000000,4,2.5,2230,3600,2,0,0,5,8,1630,600,1906,98112,2410,4800
1780,350000,3,1.75,1470,8645,1,0,0,3,6,1470,0,1949,98155,1470,7680
1781,250600,4,2.5,1930,8660,1,0,0,3,7,1120,810,1981,98001,1830,9591
1782,307000,3,1,1150,6000,1.5,0,0,3,7,1150,0,1927,98045,1210,7700
1783,320000,3,2.25,1200,1400,3,0,0,3,8,1200,0,2005,98133,1370,6552
1784,620000,4,2.5,2500,8282,2,0,0,3,9,2500,0,2013,98056,2500,8046
1785,237200,3,1.5,1220,9000,1,0,0,4,7,1220,0,1968,98042,1220,9472
1786,343000,3,1.75,2210,7920,1,0,0,3,7,1400,810,1966,98178,2220,7920
1787,269950,4,3,2390,7309,2,0,0,4,7,2390,0,1944,98002,930,7308
1788,626700,3,1.5,1410,3600,1,0,0,3,7,1410,0,1906,98109,1370,3600
1789,319000,3,2.5,2110,7434,2,0,0,4,7,2110,0,1978,98031,2100,7749
1790,415000,3,1.75,2380,5650,1,0,2,4,8,1190,1190,1956,98118,2350,6554
1791,214950,3,1,1400,6600,1,0,0,3,6,1280,120,1954,98168,1730,6600
1792,410000,3,2.25,2200,16921,2,0,0,3,8,2200,0,1987,98038,2060,16921
1793,1090000,5,3.75,4170,8142,2,0,2,3,10,4170,0,2006,98056,3030,7980
1794,220000,4,2.25,1950,7280,2,0,0,4,8,1950,0,1979,98023,1910,7280
1795,545000,4,3,3160,10948,1,0,3,3,8,1930,1230,1991,98070,2380,13623
1796,440000,2,1,1090,4128,1,0,0,3,7,1090,0,1948,98115,1090,5413
1797,590000,3,2.5,2400,99752,1,0,0,3,9,2400,0,1996,98058,2800,98010
1798,363000,2,1,820,4880,1,0,0,4,6,820,0,1925,98136,1320,4880
1799,450000,2,1,1200,4000,1,0,0,3,7,1070,130,1940,98126,1770,4000
1800,343500,3,2.5,1900,5194,2,0,0,3,7,1900,0,2004,98058,2230,5194
1801,710000,4,2.5,3060,5000,2,0,0,3,9,3060,0,2006,98059,2870,5548
1802,797500,4,2.5,3270,8223,2,0,0,3,10,3270,0,1998,98075,3460,8872
1803,400000,2,1.75,2110,9519,1,0,0,2,7,2110,0,1948,98155,1480,9519
1804,359000,3,2,3085,7280,1,0,0,4,7,1560,1525,1959,98056,1480,7900
1805,363000,3,1.75,1960,8136,1,0,0,3,7,980,980,1948,98106,1070,7480
1806,1210000,4,2.75,2470,5500,1,0,3,3,9,1570,900,1960,98107,1620,5500
1807,469000,2,1,1030,4400,1,0,0,3,7,1030,0,1924,98117,1400,4200
1808,205425,2,1,880,6780,1,0,0,4,6,880,0,1945,98178,1190,6780
1809,625000,2,1.75,1990,4000,1,0,0,5,7,1090,900,1952,98103,1270,5700
1810,330000,2,1,800,4533,1,0,0,3,6,600,200,1929,98115,1720,6800
1811,599995,3,1,1620,3000,1.5,0,0,5,7,1620,0,1928,98103,1420,3060
1812,417250,3,2.25,1606,1452,3,0,0,3,8,1606,0,2009,98125,1516,1939
1813,1050000,4,3.75,4740,126759,2,0,0,4,10,4740,0,1991,98027,3060,118047
1814,359000,4,3.5,2770,8763,2,0,0,3,8,2100,670,1996,98003,2030,7242
1815,564500,4,2.25,1950,6000,1,0,0,3,7,1350,600,1961,98115,1980,6000
1816,635000,4,2.5,2720,7991,2,0,0,3,9,2720,0,2006,98133,1590,8611
1817,557865,4,2.5,3030,6813,2,0,0,3,9,3030,0,1987,98074,2310,8682
1818,795000,4,2.5,2920,14210,2,0,0,4,10,2920,0,1978,98007,2840,13702
1819,394000,3,1,1450,7930,1,0,0,4,6,1150,300,1923,98126,1040,7740
1820,479000,2,2.25,1330,1380,2,0,0,3,8,1060,270,2005,98116,1580,4802
1821,154000,3,3,1530,9997,1,0,0,3,6,1020,510,1992,98001,1410,9997
1822,353000,4,2.5,1830,5331,2,0,0,3,7,1830,0,2002,98038,1830,5175
1823,695000,2,2.5,2170,7665,1,0,2,3,8,2170,0,2013,98053,2300,7100
1824,333000,4,2.5,1910,9244,1,0,0,4,6,1910,0,1963,98059,2590,9286
1825,2580000,4,4.25,5540,15408,2,0,1,3,11,4280,1260,2006,98004,3570,14750
1826,583000,3,2.25,1830,8276,1,0,0,3,8,1350,480,1989,98074,1920,8276
1827,237000,3,1.5,960,7400,1,0,0,3,7,960,0,1962,98198,1640,8060
1828,435000,5,1,2170,65340,1.5,0,0,4,7,1670,500,1930,98011,3170,12884
1829,1300000,5,4,3366,7800,2.5,0,2,3,8,2966,400,1937,98199,2340,6000
1830,690000,4,3.75,3210,7054,2,0,0,4,8,3210,0,1985,98052,2350,8020
1831,245000,3,1,1020,8625,1,0,0,3,7,1020,0,1978,98045,1290,9440
1832,400000,3,1,1100,5100,2,0,0,4,7,1100,0,1900,98117,1540,5100
1833,254500,4,2.75,2570,7264,2,0,0,3,8,1720,850,1998,98092,2420,7911
1834,635000,3,1.75,1340,3900,2,0,0,5,7,1340,0,1900,98107,1470,1611
1835,460000,3,2,2060,4437,1,0,0,3,7,1030,1030,1929,98126,1750,4452
1836,561000,3,2,2000,7000,2,0,0,3,7,2000,0,1916,98136,1840,7000
1837,265000,3,2.25,1750,9298,1,0,0,4,7,1410,340,1969,98058,1720,7875
1838,179900,3,1.75,1230,12000,1,0,0,3,6,1230,0,1970,98001,1550,12000
1839,580000,4,2.25,2160,9593,1,0,0,3,8,2160,0,1969,98008,2820,9628
1840,495000,3,3.5,1650,1577,2,0,0,3,7,1100,550,2012,98109,1580,1280
1841,510000,3,2.25,2750,219542,2,0,0,3,7,1870,880,1981,98014,2430,219542
1842,465000,3,2.5,2050,15035,2,0,0,3,9,2050,0,2006,98042,1300,15836
1843,435000,3,2.5,3380,7074,2,0,0,3,8,2200,1180,1999,98019,2060,6548
1844,650000,4,2.5,3040,6587,2,0,0,3,7,3040,0,2003,98053,2740,6587
1845,317000,3,1,1160,8813,1,0,0,3,7,1160,0,1952,98125,1200,7615
1846,915000,4,2.5,2910,4356,3,0,0,3,8,2910,0,2010,98034,2840,4181
1847,320000,4,2.25,2000,10374,2,0,1,4,7,2000,0,1967,98023,2170,10374
1848,772000,4,2.5,2110,3750,2,0,0,3,8,2110,0,2000,98117,1700,5000
1849,730000,3,3,3460,13129,2,0,0,3,9,2560,900,1988,98077,3460,12568
1850,807000,3,2.5,1940,4000,2,0,0,4,9,1940,0,2000,98199,1410,4000
1851,547000,3,2.5,1570,1452,2.5,0,0,3,9,1240,330,2007,98199,1670,1596
1852,492000,4,2,1640,5000,2,0,0,3,7,1640,0,1907,98107,1240,5000
1853,357000,3,1,1370,6450,1,0,0,3,7,1370,0,1948,98125,1550,6898
1854,434000,3,2.25,1750,9353,1,0,0,3,7,1210,540,1987,98034,1930,8545
1855,442000,2,1,1410,5000,1,0,2,4,7,940,470,1918,98126,1450,5000
1856,538000,3,1.75,1400,3825,1.5,0,0,4,6,1100,300,1904,98117,1720,5100
1857,433000,3,1.75,2160,8565,1,0,0,3,8,1730,430,1971,98028,2910,9570
1858,735000,3,2.5,3020,50800,1,0,0,5,8,1510,1510,1968,98029,2400,27135
1859,319000,3,2.25,1800,9597,1,0,2,3,7,1200,600,1963,98188,1700,13502
1860,666000,3,2.5,2140,2868,2,0,0,3,8,1770,370,2007,98052,2140,2527
1861,280500,3,1,1220,4541,1,0,0,3,7,890,330,1952,98108,1670,3429
1862,463000,2,1,1250,5650,2,0,1,4,7,1250,0,1943,98126,1210,5650
1863,330000,2,2.5,1240,1546,2,0,0,3,7,1240,0,2007,98108,1520,2468
1864,426000,2,1,1630,7680,1,0,0,3,7,830,800,1947,98125,1250,7740
1865,220000,4,1.5,1180,8058,1,0,0,5,7,1180,0,1969,98092,1800,9348
1866,548000,4,1.75,1690,7794,1,0,0,3,7,1090,600,1968,98033,1380,7325
1867,310000,3,1,1520,6500,1,0,0,3,7,990,530,1958,98198,1500,7500
1868,863000,4,2.5,4120,22370,2,0,0,3,10,4120,0,1997,98074,3180,7257
1869,601000,4,2.5,2080,5191,2,0,0,3,8,2080,0,2001,98075,2170,5518
1870,288000,3,2.25,2090,7500,1,0,0,4,7,1280,810,1977,98031,1800,7350
1871,527200,3,1.75,1460,4000,1,0,2,4,7,730,730,1929,98144,1360,4000
1872,855000,4,3.5,2890,5911,2,0,0,3,9,2370,520,2014,98075,3490,6093
1873,805000,4,2.75,2410,6000,1,0,0,5,8,1410,1000,1950,98107,1760,6000
1874,755000,3,3.25,3450,15586,2,0,0,3,11,2690,760,1989,98166,3560,15046
1875,430000,3,2,1910,5040,1.5,0,0,3,8,1910,0,1971,98074,1980,4275
1876,524950,3,1.5,2700,24539,2,0,0,3,7,2120,580,1977,98019,1830,11000
1877,284950,3,1,990,10723,1,0,0,5,7,990,0,1960,98059,1460,10723
1878,531000,3,2.5,2120,9736,2,0,0,3,9,2120,0,1988,98011,2490,8763
1879,279000,3,2.5,1540,7280,1,0,0,3,7,1080,460,1974,98003,1220,6440
1880,750000,4,2.75,1750,5080,1.5,0,0,3,8,1750,0,1903,98122,1700,4572
1881,921000,4,1.5,2220,9496,1,0,0,4,7,1490,730,1954,98004,1800,8286
1882,276000,3,1.75,2240,9200,1,0,0,4,7,1440,800,1968,98001,1740,9600
1883,331000,4,3,2483,5701,2,0,0,3,8,2483,0,2005,98030,2075,5720
1884,555000,3,2,2180,4976,1.5,0,2,4,8,1680,500,1930,98126,1850,5000
1885,640000,4,2.5,2341,9594,2,0,0,3,9,2341,0,1997,98052,2850,9421
1886,926300,3,1.5,1660,4800,2,0,0,3,8,1660,0,1907,98119,1690,4000
1887,546800,4,1.5,1520,5910,1,0,0,3,7,1020,500,1946,98115,1710,5910
1888,2100000,5,3.75,5340,10655,2.5,0,3,4,10,3740,1600,1912,98144,3910,9418
1889,625000,4,1.5,2190,13660,1,0,3,3,8,2190,0,1952,98177,2520,20500
1890,650880,3,2.5,2930,6050,2,0,0,3,9,2930,0,2008,98065,2760,5765
1891,869000,2,1.75,1900,13122,1,1,4,3,7,1100,800,1954,98178,1650,13160
1892,640000,4,1.75,2060,9828,1,0,0,4,8,2060,0,1960,98005,2260,9996
1893,595000,4,1.75,2000,5100,1,0,0,4,7,1130,870,1949,98117,1540,5100
1894,768000,5,2.75,3030,13640,2,0,0,4,8,3030,0,1980,98007,2500,13225
1895,615000,3,1,1120,12500,1,0,0,4,7,1120,0,1977,98033,2380,10000
1896,610000,3,1,1000,4959,1,0,0,3,8,1000,0,1945,98105,2240,4959
1897,4490000,4,3,6430,27517,2,0,0,3,12,6430,0,2001,98004,3720,14592
1898,430000,4,2.5,2010,16020,1.5,0,0,5,8,2010,0,1962,98059,1420,16020
1899,513000,4,2.5,2000,5684,2,0,0,3,8,2000,0,1996,98028,2210,7066
1900,856000,3,2.5,2160,3920,2,0,0,3,9,2160,0,2014,98116,1500,4920
1901,270000,4,2,1830,5220,1.5,0,0,3,7,1830,0,1951,98118,1760,5757
1902,305000,3,1,820,5150,1,0,0,5,6,820,0,1918,98118,1100,5150
1903,302000,2,1,1010,6000,1,0,0,4,6,1010,0,1944,98133,1610,7313
1904,180250,2,0.75,900,9600,1,0,0,3,6,900,0,1941,98166,1250,14280
1905,309000,3,1,1280,9656,1,0,0,4,6,920,360,1959,98058,1340,8808
1906,740000,3,1.75,1380,4590,1,0,0,2,7,930,450,1950,98115,1320,4692
1907,925500,3,2.75,1970,5200,1.5,0,3,3,8,1970,0,1915,98136,2140,5200
1908,1050000,3,2.5,3400,5119,2,0,0,3,8,2300,1100,2014,98115,1740,5969
1909,349990,3,1,1350,165092,1,0,3,5,6,1350,0,1925,98022,2300,211266
1910,575000,4,2.5,2400,6137,2,0,0,3,8,2400,0,1990,98074,2120,7468
1911,415000,3,2.25,1620,998,2.5,0,0,3,8,1540,80,2010,98027,1620,1299
1912,145000,3,1,1010,5490,1,0,0,3,6,1010,0,1954,98168,1740,10658
1913,875000,4,3,3720,14125,1,0,0,4,9,1930,1790,1960,98005,3160,15300
1914,423500,3,2.25,1890,7498,1,0,0,3,7,1190,700,1987,98125,1660,8100
1915,380000,4,2.5,1940,3200,2,0,0,3,8,1940,0,2004,98058,1900,3200
1916,226500,3,1.5,1300,7370,1,0,0,4,7,900,400,1976,98023,1430,7500
1917,650000,3,1,1520,10227,1,0,0,4,6,1520,0,1951,98004,2710,10912
1918,565000,2,2.5,1950,2457,3,0,0,3,8,1950,0,2009,98144,1650,1639
1919,257500,3,1.75,1530,14087,1,0,0,3,7,1070,460,1979,98042,1770,13660
1920,335750,3,3,2400,7260,1,0,0,3,7,1440,960,1955,98178,1060,7200
1921,570000,4,2,2000,46902,2,0,0,3,8,2000,0,1978,98075,2420,38130
1922,199950,3,1.5,1370,10317,1.5,0,0,3,6,1370,0,1958,98168,1370,9884
1923,675000,4,2.75,2280,3200,1.5,0,0,5,8,1520,760,1931,98105,1970,4687
1924,950000,3,1.5,1700,8050,1,0,0,3,7,1130,570,1950,98004,2920,12239
1925,253500,2,1,810,4800,1,0,0,3,7,810,0,1948,98126,1240,7740
1926,660000,4,2.5,2290,9120,2,0,0,4,8,2290,0,1977,98006,2290,9120
1927,639000,4,2.5,2210,9875,2,0,0,3,9,2210,0,1990,98074,2440,8799
1928,950000,3,1.75,2150,4200,1,0,4,5,8,1140,1010,1960,98116,2510,7500
1929,243000,3,1.75,1790,12000,1,0,0,3,7,1040,750,1960,98198,1840,12000
1930,599990,3,2.25,2680,9162,1,0,0,3,8,1570,1110,1978,98027,2480,8261
1931,330000,3,3,2420,13959,1,0,0,4,8,1740,680,1988,98028,2570,13300
1932,349500,3,1,1400,3538,1,0,0,3,7,800,600,1953,98118,1620,6331
1933,265000,4,1,1290,6034,1,0,0,3,6,1050,240,1950,98118,1060,6034
1934,800000,3,2.5,3240,7857,2,0,0,3,10,3240,0,1994,98075,2970,7857
1935,660000,4,3.5,3400,5196,2,0,0,3,9,3400,0,2012,98065,3170,5260
1936,550000,4,2.25,1650,7200,1,0,0,3,8,1650,0,1967,98008,2180,7950
1937,620000,3,1.75,2140,5808,1,0,1,3,7,1070,1070,1947,98119,1930,5808
1938,240000,3,2.25,1460,5818,1,0,0,3,7,1140,320,1986,98023,1490,6031
1939,96500,3,1,840,12091,1,0,0,3,6,840,0,1959,98023,840,9324
1940,330000,3,1.75,1300,958,2,0,0,3,7,840,460,2011,98108,1340,1254
1941,585000,5,1.75,1880,16617,1,0,0,3,7,960,920,1963,98007,1720,8400
1942,808900,5,2.5,2900,5901,2,0,0,3,9,2900,0,2006,98027,3200,5775
1943,1130000,4,3.25,3810,8519,1,0,1,3,10,2680,1130,2007,98033,3240,10748
1944,450000,4,1.75,1980,7350,1,0,0,3,7,1430,550,1973,98034,1870,7920
1945,417000,3,2.75,1820,52889,2,0,0,3,8,1820,0,1991,98070,1820,45528
1946,454800,4,2.25,2490,10720,1,0,1,4,7,1400,1090,1979,98074,3080,10720
1947,230000,2,1,870,7020,1,0,0,4,6,570,300,1942,98106,1730,7020
1948,230000,3,2,1160,1174,2,0,0,3,7,790,370,2007,98106,1160,994
1949,830005,4,3.75,3610,7904,3,0,0,3,11,3290,320,1994,98117,2460,7300
1950,245990,3,1,1040,8410,1,0,0,3,7,1040,0,1942,98188,1350,8410
1951,850000,4,3,2720,183823,2,0,0,3,8,2720,0,1975,98053,2140,173804
1952,1990000,3,2.5,2880,13500,1,0,4,5,8,1520,1360,1950,98004,3710,20486
1953,1030000,3,2.5,4110,35741,2,0,0,3,7,4110,0,1976,98033,2710,8865
1954,392000,4,2.5,2130,4028,2,0,0,3,8,2130,0,2014,98146,1830,7817
1955,695000,4,1.75,2390,5880,1,0,2,3,8,1390,1000,1957,98117,2210,6260
1956,180000,2,1,770,9370,1,0,0,3,7,770,0,1947,98155,1060,9352
1957,432500,3,2,1720,8145,2,0,0,5,7,1720,0,1949,98155,1400,8138
1958,658100,4,2.5,2430,8509,2,0,0,3,9,2430,0,1992,98029,2760,8509
1959,685000,3,2.5,1460,8800,1,0,0,4,7,1460,0,1956,98040,2200,8800
1960,383000,4,2.5,2370,10580,2,0,0,3,8,2370,0,1966,98055,1590,8584
1961,478500,3,1,2090,4755,1,0,2,3,8,1200,890,1969,98136,1850,5300
1962,541000,3,1.75,1630,1166,2,0,0,3,8,1020,610,2013,98107,1420,1670
1963,310000,4,3,2320,7200,2,0,0,3,7,2320,0,1976,98155,2050,10000
1964,485000,3,1.75,2180,7318,1,0,0,4,7,1210,970,1967,98126,2140,7560
1965,765000,4,2.25,2030,2222,2,0,0,3,9,1610,420,2015,98117,1420,2222
1966,279000,4,2,2200,7700,1,0,0,3,7,1100,1100,1979,98058,1790,7700
1967,447500,4,2,1770,3332,2,0,0,3,7,1630,140,1924,98118,1640,4000
1968,525000,3,2.25,1750,1879,3,0,0,3,8,1750,0,2001,98107,1750,3155
1969,605000,3,2.5,3200,35012,1.5,0,0,3,8,2100,1100,1965,98027,2690,35100
1970,530200,4,2.5,1880,3853,2,0,0,3,8,1880,0,2010,98027,1890,3078
1971,226000,3,1,1520,7200,1,0,0,3,7,1030,490,1954,98166,1530,7201
1972,340000,3,2.5,1212,1174,3,0,0,3,7,1212,0,2004,98125,1256,1226
1973,352000,3,1.75,1260,7200,1,0,0,3,7,1260,0,1971,98034,1460,7200
1974,799000,3,1,1510,4178,2,0,0,3,8,1510,0,1902,98103,2140,4916
1975,325000,3,1.5,1590,7936,1,0,0,3,7,1590,0,1956,98106,1590,7936
1976,230000,3,1.75,1400,6956,1,0,0,4,7,1400,0,1957,98031,1400,9375
1977,1580000,3,3.25,3690,7200,2,0,0,3,11,3690,0,2007,98033,1880,7200
1978,570000,3,2.25,2180,9246,2,0,0,3,9,2180,0,1984,98074,2300,9298
1979,692500,3,2.25,3420,9900,1,0,0,3,9,1710,1710,1963,98028,2290,10700
1980,855000,4,3,3090,35074,2,0,0,3,9,3090,0,1978,98005,3120,35150
1981,469000,3,2,1300,22605,1,0,0,3,7,1300,0,1998,98056,2250,10215
1982,380950,2,2,1120,1039,2,0,0,3,7,840,280,2007,98144,1130,5400
1983,217000,3,1,1400,7800,1,0,0,3,7,1400,0,1962,98059,1400,7800
1984,570000,3,2.5,3150,20189,2,0,0,3,10,3150,0,1990,98058,2920,20612
1985,303000,3,2.5,1850,4957,2,0,0,3,8,1850,0,1999,98092,2400,6367
1986,370000,4,2.5,2710,5880,2,0,0,3,9,2710,0,1998,98092,2520,6000
1987,275000,3,1.5,1240,9125,1,0,0,4,7,1240,0,1967,98058,1670,9125
1988,515000,4,2.5,3200,6473,2,0,0,3,7,3200,0,2005,98059,2480,6140
1989,1290000,4,2.5,3240,10800,1,0,0,3,10,2260,980,1946,98105,3490,10800
1990,399000,2,1,1120,8661,1,0,0,3,7,1120,0,1946,98125,1470,7205
1991,525000,4,1.5,1430,6380,1.5,0,0,4,7,1130,300,1945,98115,1570,6380
1992,425000,3,2.25,1570,7475,1,0,0,4,7,1200,370,1983,98034,1700,7230
1993,400000,5,2.25,2070,10488,1,0,0,4,7,1080,990,1958,98008,1740,9225
1994,812000,3,2,1970,3420,2,0,3,5,8,1970,0,1913,98103,1770,3420
1995,925000,4,2.5,3110,11422,2,0,0,3,9,3110,0,1989,98115,2850,7254
1996,305000,3,1.5,1800,12196,1,0,0,4,7,1800,0,1966,98023,1490,11730
1997,1570000,4,2.25,2890,18226,3,1,4,3,10,2890,0,1984,98056,2870,11151
1998,725000,3,1.5,1790,6000,1.5,0,0,4,7,1790,0,1903,98115,1290,3500
1999,522500,3,1,1520,9030,1,0,0,3,7,1520,0,1956,98007,1470,8712
2000,1480000,4,3.5,5220,15411,2,0,3,3,11,3550,1670,2006,98075,3110,14124
2001,797000,4,2.75,2650,8610,2,0,0,3,8,2650,0,1959,98008,1680,8316
2002,429000,4,2.5,2650,9301,2,0,0,3,9,2650,0,2001,98001,2730,8688
2003,860000,3,2.5,2370,55321,3,0,0,4,8,2370,0,1982,98074,2590,41553
2004,255000,3,1.75,1590,7810,1,0,0,4,7,1590,0,1959,98002,1470,7810
2005,443500,2,1,940,6804,1,0,0,3,7,940,0,1949,98177,1150,6930
2006,272000,2,1,670,6300,1,0,0,4,6,670,0,1942,98126,740,6300
2007,347000,3,2.5,1680,4308,2,0,0,3,7,1680,0,2004,98056,2160,4182
2008,358000,3,1.5,2450,12497,1,0,0,4,7,2450,0,1967,98065,1560,11700
2009,512500,3,3,2260,2400,2,0,0,3,7,2260,0,1909,98122,1320,2790
2010,222000,2,1,1550,38449,1,0,0,3,6,1550,0,1947,98055,1188,25875
2011,440500,3,2.5,1600,3172,2,0,0,3,7,1600,0,2002,98053,1690,3698
2012,598000,4,2.5,2030,9825,1,0,0,3,8,1330,700,1985,98115,2180,7500
2013,449000,5,2.5,2570,61855,1,0,0,4,7,1470,1100,1981,98092,1990,49658
2014,398000,2,2,1300,3865,1,0,0,3,8,1300,0,2006,98053,1350,4199
2015,499950,3,3.5,1820,1501,2,0,0,3,8,1430,390,2014,98144,1550,1501
2016,299000,4,2,2320,12000,1,0,0,3,7,1720,600,1943,98108,1390,6000
2017,650000,4,2,1930,3976,1.5,0,0,4,8,1930,0,1914,98122,1470,4080
2018,1010000,3,2.5,2860,5805,2,0,0,3,9,2860,0,1999,98005,2360,5832
2019,300000,3,2.5,1960,1477,2,0,0,3,7,1670,290,2012,98059,1980,1467
2020,275000,4,1,1340,22500,1.5,0,0,3,7,1340,0,1926,98168,1620,10800
2021,325000,3,1,850,6906,1,0,0,3,6,850,0,1948,98155,1150,6907
2022,555000,3,2.5,2160,7584,2,0,0,3,8,2160,0,1988,98029,2160,7372
2023,275436,4,2.75,2170,9658,1.5,0,0,3,7,2170,0,1966,98030,1490,9731
2024,1320000,3,2.75,2680,20104,1,0,0,5,9,1820,860,1964,98039,3060,19837
2025,291000,4,2.5,1860,6325,2,0,0,4,7,1860,0,1991,98038,1860,6449
2026,475000,4,3.5,2440,3052,2,0,0,3,8,1940,500,2006,98108,2390,4600
2027,344200,4,2.5,2490,5812,2,0,0,3,8,2490,0,2000,98042,2690,6012
2028,740000,4,2.5,3360,15091,2,0,0,3,9,3360,0,1997,98052,1930,9936
2029,284000,4,1.75,1880,8800,1,0,0,3,7,1130,750,1960,98168,1340,8733
2030,799000,5,2.75,2500,19783,1,0,3,4,8,2500,0,1959,98005,1700,15375
2031,300000,3,1.75,1730,6900,1,0,0,4,7,1130,600,1976,98031,1950,7200
2032,501000,2,1.75,1810,7523,1,0,0,3,8,1170,640,1962,98027,2090,7523
2033,377000,2,1.5,1000,1251,2,0,0,3,7,930,70,2006,98199,1420,1187
2034,900000,5,3.75,3870,8225,2,0,0,3,10,3870,0,1998,98074,3600,9361
2035,438500,3,2,1490,3072,1,0,0,5,7,770,720,1912,98144,1320,3072
2036,309950,4,2.75,2310,5000,2,0,0,3,7,2310,0,2006,98038,1980,5000
2037,1370000,5,3.5,4210,17258,2,0,3,3,12,4210,0,1995,98006,4630,17909
2038,998160,2,2.5,3010,16050,1,0,3,4,9,1260,1750,1976,98006,3010,11612
2039,340000,3,1,1010,7500,1,0,0,4,7,1010,0,1975,98074,1230,7500
2040,455850,3,2.25,1820,6000,1,0,0,4,7,1120,700,1964,98108,1970,6232
2041,502700,4,3.5,2710,14016,2,0,0,4,8,2710,0,1968,98155,1590,27903
2042,425000,3,2,1500,8086,1,0,0,3,7,1060,440,1981,98027,1550,8086
2043,456500,4,2.5,2400,6811,2,0,0,3,8,2400,0,2007,98059,2710,5314
2044,289000,3,1.5,1970,22486,1,0,0,4,6,1970,0,1968,98058,1850,20160
2045,680000,3,1.75,1090,6775,1,0,0,4,7,850,240,1950,98115,1580,5760
2046,259000,3,2.5,2153,4400,2,0,0,3,8,2153,0,2007,98001,2434,4400
2047,1230000,4,2.25,3490,6906,2,0,0,4,10,2280,1210,1928,98199,2540,6223
2048,353250,2,1,1060,1600,2,0,0,3,7,1060,0,1979,98144,1360,3360
2049,1360000,3,2,2310,21318,1,0,0,3,10,2310,0,1979,98004,2950,21814
2050,300000,4,1.75,2080,8750,1,0,0,4,8,1330,750,1967,98032,1790,8750
2051,798500,3,3,1950,1833,3,0,0,3,9,1610,340,2009,98004,2040,2131
2052,465000,3,1,1100,145490,1.5,0,0,4,6,1100,0,1915,98024,1100,11610
2053,688888,3,3.25,2580,9825,1.5,0,1,4,9,1760,820,1978,98027,2140,10270
2054,712000,3,1,1250,4620,1.5,0,0,4,7,1150,100,1900,98103,1900,4400
2055,310000,3,1.75,1420,7650,1,0,0,4,7,1100,320,1984,98056,1810,7650
2056,298900,3,2.5,1830,6162,2,0,0,3,8,1830,0,1994,98092,1860,7017
2057,423700,3,2.5,2070,3986,2,0,0,3,8,2070,0,1999,98065,2090,3986
2058,497000,3,2.25,1460,1353,2,0,0,3,8,1050,410,2012,98116,1690,3776
2059,280000,2,1,990,45528,1,0,0,4,7,990,0,1992,98070,1730,45528
2060,812000,3,2.5,2040,4559,2,0,0,3,9,2040,0,1998,98122,1500,4500
2061,505000,4,2.75,2200,9778,1,0,0,4,8,1100,1100,1962,98006,2140,11321
2062,437000,3,2.25,1980,8775,1,0,0,3,7,1290,690,1959,98177,1550,9240
2063,408000,3,1,1380,7015,1.5,0,0,4,7,1380,0,1925,98117,1160,6700
2064,335000,3,2.5,2260,8040,2,0,0,3,8,2260,0,1990,98092,2390,8040
2065,435000,3,1.75,1310,8065,1,0,0,4,6,1310,0,1948,98117,1420,8100
2066,350000,2,1,1430,8157,1.5,0,0,3,7,1150,280,1944,98177,1820,8157
2067,340000,4,2.5,2020,32710,1,0,0,3,7,1070,950,1941,98168,1340,17700
2068,536000,4,2.5,2880,8833,2,0,0,3,7,2880,0,2006,98065,2570,5234
2069,420000,4,1.5,1690,9391,1,0,0,3,7,1290,400,1960,98155,1780,9390
2070,305000,2,1.5,1140,2980,2,0,0,3,7,1140,0,1988,98029,1150,2981
2071,436500,5,3,3110,12429,1,0,0,3,8,1790,1320,1977,98011,3050,11902
2072,276750,3,2,1620,12482,1,0,0,4,7,1290,330,1989,98042,1560,8499
2073,329950,3,2.5,2456,7566,2,0,0,3,8,2456,0,2012,98023,2478,7212
2074,690000,3,1.75,2070,6000,1,0,3,3,8,1340,730,1955,98136,2200,6000
2075,450000,7,3.5,2830,8625,1,0,0,4,8,1830,1000,1957,98133,1570,8400
2076,689000,4,2.5,2440,11700,1,0,0,5,8,1480,960,1961,98006,2140,10807
2077,468000,3,2.25,1630,2490,2,0,0,3,7,1630,0,2004,98053,1630,2680
2078,484950,3,2.25,1670,5004,2,0,0,3,8,1670,0,1987,98029,1850,5276
2079,225000,3,1.75,1460,8372,1,0,0,4,7,1460,0,1981,98042,1220,7803
2080,2800000,5,3.25,4590,12793,2,0,2,5,11,3590,1000,1928,98199,2920,8609
2081,406000,3,1,960,5264,1,0,0,3,7,960,0,1953,98115,1140,5150
2082,255000,3,2,1310,8454,1,0,0,3,7,1310,0,1994,98042,1310,8454
2083,425000,3,1,1180,7200,1.5,0,0,4,7,1180,0,1949,98133,2240,7875
2084,300000,3,1,1260,8280,1,0,0,3,6,1260,0,1946,98115,2100,8280
