Int32,String,Double,Int32,Double,Double,Double,Double,Boolean,Int32,Int32,Int32,Double,Double,Int32,Int32,Double,Double,,
5727,3876300310,439000,4,2.25,2060,10070,2,0,0,3,7,2060,0,1975,98034,2060,8155,,
5728,291310370,366000,3,2.25,1445,1028,2,0,0,3,7,1300,145,2005,98027,1445,1377,,
5729,2205700350,378500,4,1.75,1700,8640,1,0,0,3,7,850,850,1955,98006,1620,9000,,
5730,1196002948,490000,3,2.5,2410,11900,1,0,2,4,9,1600,810,1989,98023,3090,11902,,
5731,8691510150,343500,3,2.5,1900,5194,2,0,0,3,7,1900,0,2004,98058,2230,5194,,
5732,7258200060,320000,3,2,2320,7800,1,0,0,4,7,1160,1160,1960,98168,1380,7800,,
5733,8148600055,225000,3,1,1040,6535,1,0,0,3,6,1040,0,1947,98168,1100,6535,,
5734,6141600179,376000,3,2.25,1470,9140,2,0,2,3,7,1470,0,1982,98133,1400,8204,,
5735,2787460720,259950,3,2,1010,7896,1,0,0,3,7,1010,0,1984,98031,1540,7896,,
5736,7853301570,685000,4,2.5,3550,10968,2,0,0,3,9,3550,0,2006,98065,3550,8583,,
5737,1433290010,449000,3,2.25,1960,44634,1,0,0,3,7,1130,830,1984,98028,1970,44634,,
5738,203600470,620000,4,2.5,2690,32780,2,0,0,3,9,2690,0,1998,98014,2840,36555,,
5739,2724049146,420000,3,1,1060,6000,1,0,0,3,8,1060,0,1954,98118,1240,7874,,
5740,7202290620,461000,3,2.5,1690,3026,2,0,0,3,7,1690,0,2002,98053,1650,3161,,
5741,9826701665,550000,3,2.5,2340,4200,1.5,0,0,3,7,1540,800,1906,98122,1590,4200,,
5742,1432400335,288000,3,1,1190,7560,1,0,0,5,6,1190,0,1958,98058,1190,7560,,
5743,3395040550,320000,3,2.5,1530,2890,2,0,0,3,7,1530,0,2001,98108,1540,2890,,
5744,9406520260,311000,4,2.5,1975,8734,2,0,0,3,7,1975,0,1996,98038,1975,8538,,
5745,9141100210,257000,2,1,770,9497,1,0,0,3,6,770,0,1950,98133,1550,7532,,
5746,8617000060,711600,4,3,3580,9316,2.5,0,0,3,10,2370,1210,1991,98007,2580,9242,,
5747,5442300807,2.70E+06,5,2.75,3831,13800,2,1,4,3,9,3831,0,1959,98040,3850,36563,,
5748,3500100208,290000,3,1,1470,8200,1,0,0,3,7,1040,430,1953,98155,1420,8200,,
5749,3322049005,850000,4,2.75,5440,239580,1,0,0,2,9,2720,2720,1969,98001,1970,40392,,
5750,9335400005,292000,4,1.75,2130,11097,1,0,0,3,7,1370,760,1952,98166,1850,11097,,
5751,1431700280,310000,5,2,2730,7344,1,0,0,5,7,1510,1220,1962,98058,1730,7700,,
5752,1923069078,890000,4,3.25,3180,194278,2,0,0,3,10,3180,0,2005,98059,2200,178160,,
5753,7202331500,673200,5,3,4180,8561,2,0,0,3,7,4180,0,2003,98053,3425,6591,,
5754,7856600900,825000,4,2.5,2810,9800,1,0,0,4,8,1710,1100,1973,98006,2800,9800,,
5755,9158100040,401000,2,1,1400,8220,1,0,0,3,7,1400,0,1949,98133,1760,8220,,
5756,3578600141,550000,4,2.5,2470,7539,2,0,0,3,9,2470,0,2006,98028,2580,7539,,
5757,2734100738,246950,3,3.5,1790,1682,2,0,0,3,7,1480,310,2006,98108,1150,4000,,
5758,1226059105,545000,4,2.25,2390,40510,1,0,0,4,8,2390,0,1969,98072,3200,36989,,
5759,3630180470,800000,4,2.75,3250,5500,2,0,0,3,9,3250,0,2007,98027,3920,6000,,
5760,8078700020,474900,3,2.25,1800,43647,1,0,0,4,8,1800,0,1976,98072,2480,25608,,
5761,8624700015,640000,4,3,2940,5763,1,0,0,5,8,1640,1300,1955,98108,2020,7320,,
5762,993000307,360000,3,2,1270,1323,3,0,0,3,8,1270,0,2006,98103,1330,1323,,
5763,2205500355,455000,3,1.75,1700,8360,1,0,0,4,7,850,850,1955,98006,1520,8360,,
5764,98020300,759000,5,2.75,3490,8230,2,0,0,3,10,3490,0,2005,98075,3480,7331,,
5765,9266701085,409950,2,1.75,1370,5125,1,0,0,5,6,1370,0,1944,98103,1200,5100,,
5766,5557700210,192500,3,1,1100,9750,1,0,0,4,7,1100,0,1966,98023,1190,9750,,
5767,6699930260,400000,4,2.5,3130,5240,2,0,0,3,8,3130,0,2004,98038,2470,5240,,
5768,6661200260,220000,2,1.5,1030,2850,2,0,0,3,7,1030,0,1995,98038,1030,3000,,
5769,9136102057,650000,4,2.5,2160,3139,1,0,0,3,7,1080,1080,1940,98103,1650,3740,,
5770,8121200710,480000,3,2.25,1950,8892,2,0,0,3,8,1950,0,1983,98052,1900,8750,,
5771,4014400190,482000,4,2.5,2846,85377,1.5,0,0,3,8,1976,870,2000,98001,1696,57934,,
5772,6071600450,496600,4,2.25,2020,8400,1,0,0,4,8,1350,670,1961,98006,2060,8400,,
5773,8100900015,317000,3,2,2020,7260,1.5,0,0,3,7,1180,840,1926,98108,1400,5950,,
5774,7625703260,400950,2,1.75,2320,6250,1,0,0,3,7,1400,920,1948,98136,1420,6250,,
5775,7589700106,460000,2,1.5,1790,3760,1.5,0,0,4,8,1280,510,1928,98117,1540,5080,,
5776,5451200280,1.17E+06,5,2.75,3090,12031,1,0,0,5,9,1600,1490,1968,98040,2280,10800,,
5777,3221069057,280000,3,1,1310,22652,1,0,0,3,7,1310,0,1968,98092,1600,103672,,
5778,2923500010,757500,5,2.25,3160,8065,2,0,0,3,8,3160,0,1977,98027,2540,7917,,
5779,6398000011,789000,3,3,3740,39640,2,0,2,3,10,3740,0,1991,98070,2930,26136,,
5780,7852180560,403000,3,2.5,1700,4125,2,0,0,3,7,1700,0,2004,98065,1970,4105,,
5781,6855700115,357250,3,1.5,1400,8840,1,0,0,4,6,1400,0,1952,98125,1260,8840,,
5782,3861500340,279900,3,1.75,1580,6620,1,0,0,3,7,1580,0,1988,98003,1580,8137,,
5783,6415100331,312500,2,1,870,7227,1,0,0,3,7,870,0,1948,98133,1250,7252,,
5784,3296000040,542000,3,2.5,1990,15985,1,0,0,3,8,1540,450,1964,98007,2470,10125,,
5785,7754900280,322200,4,2.25,2010,19000,2,0,0,4,8,2010,0,1975,98042,1950,19626,,
5786,2820069048,468000,4,2.5,2480,176418,1.5,0,3,5,8,2480,0,1927,98022,1640,112384,,
5787,8122101440,325000,2,1,800,7260,1,0,0,3,7,800,0,1953,98126,1010,7440,,
5788,9284801100,317000,3,1.5,1060,5750,1,0,0,2,7,1060,0,1981,98126,1060,5750,,
5789,844000965,224000,3,1.75,1500,11968,1,0,0,3,6,1500,0,2014,98010,1320,11303,,
5790,200800200,595000,4,2.25,2050,8372,2,0,0,4,8,2050,0,1984,98052,2010,8037,,
5791,2525000760,435000,3,2,2360,12744,2,0,0,5,7,2360,0,1964,98059,1650,8625,,
5792,1153000150,744500,5,2.5,2700,16570,1,0,0,4,8,1750,950,1967,98005,2570,11840,,
5793,1149900050,717000,4,2.5,2780,7985,2,0,0,4,10,2780,0,1992,98029,2650,8094,,
5794,8073000265,360000,3,2,1960,8846,1,0,3,4,6,980,980,1940,98178,2190,6363,,
5795,8682291510,389000,2,2,1200,7131,1,0,0,3,8,1200,0,2006,98053,1670,4601,,
5796,8645540320,307000,3,2,1790,7259,1,0,0,3,7,1390,400,1980,98058,1790,7700,,
5797,1776230180,427500,4,2.5,2430,3249,2,0,0,3,8,2430,0,2010,98059,2650,3844,,
5798,6815100380,855000,3,1.75,1900,4000,1,0,0,3,7,1300,600,1965,98103,1880,4000,,
5799,724069059,2.40E+06,3,2.25,3000,11665,1.5,1,4,3,11,3000,0,2001,98075,3000,15959,,
5800,9269750220,252000,3,1.75,2050,11313,1,0,0,3,7,1520,530,1987,98023,1620,8065,,
5801,7224500300,221000,3,1,1240,5250,1.5,0,0,4,6,1240,0,1904,98055,1240,5250,,
5802,3359500110,660000,2,2.25,2550,6000,2,0,0,5,7,1860,690,1902,98115,2010,4000,,
5803,2493200325,589500,4,1.5,1440,3200,1,0,1,4,7,960,480,1960,98136,1650,6400,,
5804,3352401981,199000,4,2,2030,8120,2,0,0,3,7,2030,0,1950,98178,1520,9440,,
5805,1566100130,319000,2,1,780,8271,1,0,0,4,6,780,0,1924,98115,2220,8271,,
5806,7519001825,455000,2,1,1070,5150,1,0,0,4,6,870,200,1908,98117,1520,3860,,
5807,9528104109,530000,3,2.5,1365,1090,3,0,0,3,7,1315,50,2003,98115,1360,1124,,
5808,9285800020,622500,3,2.5,2260,4550,1.5,0,0,4,7,1380,880,1928,98126,1870,4582,,
5809,9264911150,310000,3,1.75,2130,7140,1,0,0,3,8,1580,550,1979,98023,2180,7906,,
5810,4397000500,330000,4,2.5,2340,11784,2,0,0,3,9,2340,0,1997,98042,2250,10760,,
5811,2239000016,324000,2,1,1070,6000,1,0,0,3,7,1070,0,1955,98133,1490,7622,,
5812,5459500125,1.00E+06,6,2.75,3600,9675,1,0,2,4,9,1940,1660,1977,98040,2990,9675,,
5813,452001540,554600,3,1.75,1470,5000,1.5,0,0,5,7,1470,0,1900,98107,1530,5000,,
5814,8069000216,356200,3,2,1690,10062,1,0,2,5,7,940,750,1928,98178,2390,6650,,
5815,7804700020,961500,3,2.5,3910,14000,2,0,0,3,10,3910,0,1999,98008,2280,14000,,
5816,2979800762,365000,3,2.5,1484,1761,3,0,0,3,7,1484,0,2003,98115,1484,4320,,
5817,2330000130,813500,4,2,2530,15520,1,0,0,5,8,2220,310,1964,98005,2500,13300,,
5818,8843900396,455000,3,1,1480,13280,2.5,0,0,3,6,1480,0,1940,98027,1510,8723,,
5819,7856410030,1.03E+06,5,2.75,3190,16920,1,0,3,3,9,1690,1500,1976,98006,3100,13100,,
5820,2207100255,395300,3,1.5,1120,7000,1,0,0,3,7,1120,0,1955,98007,1470,7950,,
5821,8165500790,336900,3,2.5,1690,1200,2,0,0,3,8,1410,280,2014,98106,1740,1664,,
5822,1952000150,530000,5,2.5,2910,9636,1,0,0,4,7,1690,1220,1964,98008,2830,10385,,
5823,795002190,205000,2,1,1060,8000,1,0,0,3,6,1060,0,1941,98168,1390,8000,,
5824,537000255,302000,2,1.75,1170,8200,1,0,0,4,6,780,390,1937,98003,1780,9020,,
5825,5466420030,253000,3,2.5,2020,6564,1,0,0,3,7,1310,710,1994,98042,1710,5151,,
5826,9560800390,445000,3,2.25,1990,7340,2,0,0,3,8,1990,0,1984,98072,2180,11223,,
5827,4019500160,493000,4,2.5,2070,4270,2,0,0,3,8,2070,0,2010,98028,2070,4610,,
5828,9542840730,288000,4,2.25,1610,3560,2,0,0,3,7,1610,0,2010,98038,1760,3692,,
5829,5309100750,580000,3,1.75,1460,2800,2,0,0,3,7,1460,0,1928,98117,1220,4062,,
5830,7856000150,852500,3,2.5,2630,10100,1,0,0,4,9,1580,1050,1967,98006,2400,9700,,
5831,9206200110,386900,3,1,1330,10500,1,0,0,3,7,960,370,1963,98034,1460,11550,,
5832,3625049079,1.35E+06,3,2,2070,9600,1,0,1,3,7,1590,480,1946,98039,3000,16215,,
5833,1890000275,815000,3,1.5,1940,3570,2,0,0,4,8,1740,200,1916,98105,1580,3570,,
5834,3204930510,780000,5,3.5,3190,4247,2,0,0,3,8,2430,760,2013,98052,2580,3989,,
5835,9221400600,462000,3,1.75,1300,2580,1,0,0,5,7,820,480,1919,98115,1180,2820,,
5836,1081300390,330000,3,1.75,2020,11050,1,0,0,4,8,1320,700,1969,98059,1940,11050,,
5837,2345700260,395000,5,2.5,2820,6305,2,0,0,3,8,2820,0,2003,98003,2610,6306,,
5838,2025700130,269950,3,2.25,1510,6000,1,0,0,4,7,1150,360,1993,98038,1510,6000,,
5839,5450900010,993500,4,2.25,4070,23321,2,0,0,4,10,4070,0,1968,98040,2820,10871,,
5840,1545805820,274000,3,1.75,1590,7620,1,0,0,4,7,1090,500,1984,98038,1590,7620,,
5841,3362400615,400000,3,1,1350,3090,1.5,0,0,5,6,1350,0,1914,98103,1350,3090,,
5842,7852000500,480000,5,2.5,2160,7737,2,0,0,3,7,2160,0,1998,98065,2460,7737,,
5843,4427100030,332500,3,1.5,1500,6332,1,0,0,3,7,1500,0,1953,98125,1500,6337,,
5844,7242800040,519990,4,3.25,1690,1321,2,0,0,3,8,1320,370,2014,98052,3080,4558,,
5845,1443501020,163250,2,1,770,8150,1,0,0,3,6,770,0,1951,98118,1140,8550,,
5846,5466310060,139500,2,1.5,1230,1561,2,0,0,3,7,1230,0,1983,98042,1660,2243,,
5847,4027700466,340500,3,1,1770,12458,1,0,0,3,7,1770,0,1957,98155,2000,8225,,
5848,2526039156,760000,4,2.25,2040,8315,1,0,0,4,8,1480,560,1958,98177,2330,8940,,
5849,4178600040,660000,3,2.5,2390,15669,2,0,0,3,9,2390,0,1991,98011,2640,12500,,
5850,814000020,460000,3,1,1130,7000,1,0,0,3,6,830,300,1944,98125,1050,7000,,
5851,3410600335,325000,3,1.75,2250,26337,1,0,0,3,8,2250,0,1980,98092,1830,26337,,
5852,3629921160,753888,4,2.5,2660,5500,2,0,2,3,9,2660,0,2003,98029,3620,5500,,
5853,7312900060,235000,2,1,720,4840,1,0,0,4,6,720,0,1947,98126,1510,4840,,
5854,2589300180,408000,5,3.25,2820,6589,1.5,0,0,3,7,2320,500,1906,98118,1560,5647,,
5855,3333002450,165000,1,1,850,8050,1,0,0,2,6,850,0,1906,98118,1590,5180,,
5856,8562900520,640000,5,3.5,3690,11928,2,0,0,3,9,2540,1150,2006,98074,2640,11928,,
5857,6848200325,625000,3,2.75,2240,3600,2.5,0,0,3,7,1650,590,1901,98102,1716,3120,,
5858,2125049131,680000,3,1.75,1620,5500,1,0,0,3,7,1110,510,1950,98112,2100,6500,,
5859,5100401411,485000,4,1,1210,6380,1.5,0,0,3,7,1210,0,1936,98115,1340,6380,,
5860,5416510110,297500,4,2.5,1910,5000,2,0,0,3,7,1910,0,2005,98038,2020,5000,,
5861,2770606890,450000,4,1.75,1520,5250,1,0,0,3,6,1520,0,1949,98199,1530,5250,,
5862,5452800800,890000,4,2.25,2770,13500,2,0,0,3,8,2770,0,1974,98040,2300,13500,,
5863,1402970070,334888,3,2.5,1769,7324,2,0,0,3,9,1769,0,2012,98092,2502,6017,,
5864,798000535,308000,3,1,1640,18144,1.5,0,0,3,6,1640,0,1942,98168,1500,9065,,
5865,4055701200,1.96E+06,4,2.75,3120,7898,1,1,4,4,8,1560,1560,1963,98034,2630,13868,,
5866,4045900147,590000,3,2.75,2550,54014,2,0,0,4,8,1980,570,1967,98072,2180,21600,,
5867,2493200235,370000,2,1,850,6213,1,0,0,3,6,750,100,1916,98136,1880,5500,,
5868,7871500485,1.24E+06,3,1.5,1670,3852,2,0,3,4,8,1670,0,1928,98119,2320,4572,,
5869,5029451230,198000,3,1.5,1430,7347,1,0,0,3,7,820,610,1980,98023,1430,8723,,
5870,7202261060,577000,3,2.5,2560,5238,2,0,0,3,8,2560,0,2001,98053,2560,5185,,
5871,9187200045,625000,4,1.5,2120,5000,2,0,0,4,8,2120,0,1900,98122,1830,5000,,
5872,9191200490,826600,4,3.25,3230,5000,1.5,0,0,4,7,1750,1480,1916,98105,1730,4000,,
5873,492000532,279950,4,2.75,2420,8700,1.5,0,0,4,7,2420,0,1914,98002,1070,4804,,
5874,3448001975,351000,1,0.75,930,6600,1,0,0,3,6,930,0,1924,98125,1590,6600,,
5875,6200017,281000,3,1,1340,21336,1.5,0,0,4,5,1340,0,1945,98032,1340,37703,,
5876,8650300130,630000,4,2.5,2540,4727,2,0,0,3,9,2540,0,1999,98034,3640,5129,,
5877,2313900510,532500,3,1.75,1330,5000,2,0,0,4,7,1210,120,1909,98116,1500,4000,,
5878,3582900310,700000,3,1.75,1990,13000,2,0,3,3,9,1990,0,1980,98028,2880,11340,,
5879,9407001340,320000,3,2,1110,10500,1,0,0,5,7,1110,0,1978,98045,1230,10395,,
5880,6341000221,287000,4,2,1340,8190,1,0,0,4,7,1340,0,1942,98146,1410,9721,,
5881,2767604558,512000,2,2.25,1170,1313,3,0,0,3,8,1170,0,2007,98107,1310,1304,,
5882,1900600105,255000,3,1.5,1490,6604,1,0,0,4,6,1490,0,1918,98166,1330,6604,,
5883,6840701150,540000,5,1,2480,4400,1.5,0,0,3,7,1640,840,1919,98122,1940,4400,,
5884,7867500021,470000,3,1.5,1760,6723,1,0,0,3,7,1160,600,1958,98118,2080,8965,,
5885,4217402115,3.65E+06,6,4.75,5480,19401,1.5,1,4,5,11,3910,1570,1936,98105,3510,15810,,
5886,5200100115,540000,3,1.75,1610,3478,1.5,0,0,4,7,1060,550,1929,98117,1610,3478,,
5887,9414610070,502775,3,1.75,1700,9840,1,0,0,4,8,1200,500,1976,98027,2040,14169,,
5888,4426600125,279000,3,1,1520,8055,1.5,0,0,3,7,1520,0,1952,98125,1560,8160,,
5889,5162100660,335000,4,2.5,2520,7205,2,0,0,3,8,2520,0,1987,98003,2350,7632,,
5890,1460000080,370000,3,2.25,1600,7620,1,0,0,3,7,1280,320,1987,98011,1600,8215,,
5891,3578400030,465000,4,2.25,2340,13383,1,0,0,3,8,1170,1170,1983,98074,1810,12532,,
5892,3327000140,235000,3,1.75,1190,7280,1,0,0,4,7,1190,0,1968,98092,1250,7800,,
5893,1336800065,1.33E+06,4,2.25,3260,4640,2,0,0,5,9,2360,900,1907,98112,3240,5800,,
5894,9510900630,305000,3,2.25,2110,7665,1,0,0,4,7,1360,750,1973,98023,1660,8436,,
5895,9274200324,545000,3,2.5,1740,1279,3,0,0,3,8,1740,0,2008,98116,1740,1280,,
5896,3426059070,570000,3,1.75,2910,37461,1,0,0,4,7,1530,1380,1967,98052,2520,18295,,
5897,1789900080,209950,3,1.75,1570,15570,1,0,0,3,7,1570,0,1981,98023,2000,28200,,
5898,2781230070,419950,3,2.5,3120,6000,2,0,0,3,9,3120,0,2007,98038,2670,6000,,
5899,5113200310,270000,3,1,1240,14110,1,0,0,4,7,1240,0,1972,98058,2060,19350,,
5900,2008200060,160000,3,1.5,1010,9600,1,0,0,4,7,1010,0,1962,98198,1400,9660,,
5901,3141600210,186000,3,2,1340,4320,1,0,0,3,5,920,420,1912,98002,980,6480,,
5902,5288200230,675000,4,1.75,2460,5750,1.5,0,3,5,7,1620,840,1919,98126,1760,4830,,
5903,2725069085,864000,4,2.5,3190,49658,2,0,0,3,10,3190,0,1999,98074,3040,49658,,
5904,5249802240,497000,4,2.5,2240,7200,2,0,0,3,8,2240,0,1995,98118,1860,6600,,
5905,7657600025,289900,3,1,1180,7068,1,0,0,3,6,1180,0,1944,98178,1180,7068,,
5906,8021700715,702500,3,1.5,2360,6750,2,0,0,5,7,1930,430,1926,98103,1320,4500,,
5907,7812800310,260000,2,1,1120,5650,1,0,0,3,6,1120,0,1944,98178,1270,6875,,
5908,7701930180,600000,4,3.5,4300,70407,2,0,0,3,10,2710,1590,1992,98058,3520,26727,,
5909,1931300425,539000,3,2.5,2170,3200,1.5,0,0,5,7,1280,890,1923,98103,1180,1224,,
5910,8815400020,601000,4,1.75,1950,4200,1,0,0,5,7,1040,910,1951,98115,1450,5000,,
5911,8961950050,409000,4,2.75,3230,12651,2,0,0,4,8,3230,0,2002,98001,2550,12081,,
5912,8802400415,205000,3,1,1050,8498,1,0,0,3,7,1050,0,1958,98031,1340,8498,,
5913,6021503830,480000,4,1,2080,5500,1,0,0,3,7,1040,1040,1941,98117,1280,4000,,
5914,4031000250,150000,3,1,1310,9612,1,0,0,3,7,960,350,1962,98001,1310,9812,,
5915,4187000660,415000,4,2.5,2020,5501,2,0,0,3,7,2020,0,2010,98059,2020,5494,,
5916,2634500070,432500,3,2,1720,8145,2,0,0,5,7,1720,0,1949,98155,1400,8138,,
5917,2843200085,260000,3,1,1910,8710,1,0,0,3,7,1080,830,1954,98168,1460,8944,,
5918,7820000015,395000,3,1.75,1400,8640,1,0,0,3,7,1400,0,1962,98011,1630,8640,,
5919,7853301220,425000,4,2.5,2440,5088,2,0,0,3,7,2440,0,2007,98065,2440,5762,,
5920,7338200240,437500,3,2.5,2320,36847,2,0,2,3,9,2320,0,1992,98045,2550,35065,,
5921,1370802455,1.05E+06,4,4.5,3180,4606,2,0,3,4,9,1990,1190,1929,98199,2110,5323,,
5922,1568100220,350000,3,1,1010,8551,1,0,0,5,7,1010,0,1953,98155,1310,8504,,
5923,1604590230,800000,4,2.5,2900,18303,2,0,0,4,10,2900,0,1994,98075,2900,18303,,
5924,4024100951,420000,7,3,2940,8624,1,0,0,3,8,1690,1250,1977,98155,1850,8031,,
5925,6664900470,278000,4,2.5,1940,6887,2,0,0,3,7,1940,0,1990,98023,1870,6144,,
5926,3876310300,525000,5,2.75,2440,8000,1,0,0,4,7,1240,1200,1972,98034,1780,8391,,
5927,173000025,316000,3,1,1130,7200,1.5,0,0,4,6,1130,0,1942,98133,1350,1358,,
5928,8567450060,563500,4,2.5,2800,12831,2,0,0,3,8,2800,0,2001,98019,2810,10235,,
5929,7549802535,423000,4,2,1970,6480,1.5,0,0,5,7,1130,840,1920,98108,1500,6480,,
5930,8731982250,268500,4,1.75,1670,8000,1,0,0,4,8,1670,0,1974,98023,1720,8000,,
5931,7504030090,660000,4,1.75,2780,9900,2,0,0,4,10,2780,0,1978,98074,2600,12000,,
5932,3630200520,775000,4,2.5,2580,5787,2,0,0,3,9,2580,0,2007,98029,2580,4410,,
5933,2896000680,600000,4,2.75,2810,17674,1,0,0,4,8,1640,1170,1978,98052,2400,11240,,
5934,3645100240,443000,3,1.75,1640,4579,1,0,0,4,6,1640,0,1916,98133,1580,5040,,
5935,5409800140,410500,4,2.5,3362,8601,2,0,0,3,8,3362,0,2004,98003,2770,8601,,
5936,7454001090,307000,3,1,770,6552,1,0,0,3,6,670,100,1942,98146,920,7200,,
5937,2111010890,300000,3,2.5,2240,3691,2,0,0,3,7,2240,0,2003,98092,2619,3691,,
5938,2767603649,520000,3,2.25,1210,1250,3,0,0,3,8,1210,0,2014,98107,1780,5000,,
5939,7936000403,568000,3,1.75,2050,3520,1,0,0,4,7,1070,980,1977,98136,2050,16083,,
5940,2525049148,3.42E+06,5,5,5450,20412,2,0,0,3,11,5450,0,2014,98039,3160,17825,,
5941,7000100635,600000,3,1,940,19000,1,0,0,3,6,940,0,1945,98004,2280,19000,,
5942,3083000365,330000,4,2,1170,4000,1,0,0,3,7,1170,0,1955,98144,1720,4000,,
5943,3073500111,415250,3,1.5,1400,7550,1,0,0,4,7,1400,0,1953,98133,1730,7562,,
5944,5014000215,454000,2,1,880,6731,1,0,0,4,7,880,0,1950,98116,1240,6731,,
5945,1441300130,319000,3,2.5,1610,8544,2,0,0,5,7,1610,0,1994,98038,1840,8190,,
5946,8815400670,780000,3,2,2610,6000,1,0,0,5,7,1310,1300,1941,98115,2330,4800,,
5947,6874200960,170000,2,1,860,5265,1,0,0,3,6,860,0,1931,98178,1650,8775,,
5948,7853302130,418500,3,2.5,2060,4399,2,0,0,3,7,2060,0,2007,98065,2060,4399,,
5949,5037300130,672500,3,1.75,1580,5750,1,0,2,4,8,1330,250,1947,98199,2480,5750,,
5950,5561400740,593500,5,3.25,4300,50405,2,0,0,3,8,3220,1080,1972,98027,2680,41684,,
5951,3904910610,700000,4,2.5,2490,7694,2,0,0,3,8,2490,0,1987,98029,2140,8126,,
5952,1795900360,615000,4,2.5,2150,9070,2,0,0,4,8,2150,0,1985,98052,2230,8995,,
5953,8731901810,260000,4,1.75,1960,8400,1,0,0,4,8,1960,0,1967,98023,2080,8400,,
5954,3811300090,325000,3,1.75,1810,8048,1,0,0,4,7,1290,520,1983,98055,1550,9081,,
5955,1762600070,917500,4,2.5,3880,35003,2,0,0,3,10,2570,1310,1984,98033,3740,35230,,
5956,5469700570,469500,5,2.5,2970,24759,1,0,0,4,8,1670,1300,1969,98031,2100,21803,,
5957,2592400170,475000,4,2.5,2240,7245,1,0,0,4,7,1140,1100,1972,98034,1740,7350,,
5958,3224600340,695000,4,2.5,2790,6540,2,0,0,3,9,2790,0,1999,98074,2790,6270,,
5959,3905100070,467000,3,2.5,1530,3984,2,0,0,3,8,1530,0,1995,98029,1720,4005,,
5960,8078520090,265000,3,2,1570,5706,1,0,0,3,7,1570,0,1998,98092,1570,5706,,
5961,1257200020,555000,3,1,1250,4590,1.5,0,0,3,6,970,280,1903,98115,1830,4080,,
5962,8011100125,545000,4,2.75,2650,6717,2,0,0,3,10,2650,0,2014,98056,2740,7923,,
5963,9536601045,227500,3,1,1540,9450,1,0,0,4,7,1540,0,1960,98198,1210,9450,,
5964,3797000295,492000,2,1,880,2970,1,0,0,3,7,880,0,1927,98103,1370,3060,,
5965,686450330,575000,4,2.25,2060,12155,1,0,0,4,8,2060,0,1968,98008,2360,8625,,
5966,2985800225,525000,3,1,1500,6800,1,0,0,3,7,1500,0,1943,98105,1500,6800,,
5967,2425049063,3.64E+06,4,3.25,4830,22257,2,1,4,4,11,4830,0,1990,98039,3820,25582,,
5968,6751100125,472000,3,1.5,1740,9038,1,0,0,4,7,1740,0,1955,98007,1390,9770,,
5969,2624089007,2.00E+06,2,2.5,3900,920423,2,0,0,3,12,3900,0,2009,98065,2720,411962,,
5970,3024059014,1.90E+06,4,2.25,3020,11489,1.5,1,3,5,10,2110,910,1916,98040,3890,11489,,
5971,8092501240,219950,3,1.5,1620,9310,1,0,0,4,7,1620,0,1967,98042,1610,10640,,
5972,1644500450,640000,3,3,2270,5175,2,0,0,3,9,2130,140,2002,98056,2850,5661,,
5973,6204420070,452000,4,1.75,1570,8268,1,0,0,3,7,1570,0,1979,98011,1870,8190,,
5974,8856920250,349900,3,2.5,2200,7278,2,0,0,3,8,2200,0,1990,98058,2190,8580,,
5975,3438501860,385000,3,1,1020,5950,1,0,0,3,6,880,140,1950,98106,1800,5950,,
5976,5300200085,262000,5,1,1870,7800,1,0,0,3,7,1580,290,1962,98168,1740,7808,,
5977,8670900140,995000,3,2.25,3200,3800,2,0,0,5,9,2650,550,1914,98102,2400,3900,,
5978,1930300190,716100,3,1,1640,4000,1.5,0,0,5,7,1640,0,1909,98103,2140,4000,,
5979,6300500475,412000,3,2.5,1553,1991,3,0,0,3,8,1553,0,2014,98133,1509,2431,,
5980,7212651440,280000,3,2.5,1970,8426,2,0,0,3,8,1970,0,1992,98003,1970,9197,,
5981,1250200415,352750,2,1.75,1060,1241,2,0,0,3,7,960,100,2008,98144,1170,1400,,
5982,434000040,535000,2,1,1040,5527,1,0,0,3,7,1040,0,1951,98115,2080,7020,,
5983,3797001920,310000,2,1,700,3000,1,0,0,4,6,700,0,1918,98103,1560,4500,,
5984,8651401720,215000,3,1.5,1610,5304,1,0,0,4,6,1610,0,1968,98042,1060,5304,,
5985,3348401740,188000,2,1.5,1120,17487,1,0,0,3,6,1120,0,1924,98178,1690,8056,,
5986,1854900330,697000,4,2.5,3160,6961,2,0,0,3,8,3160,0,2005,98074,3110,5058,,
5987,6620400631,284000,4,1.75,1880,8800,1,0,0,3,7,1130,750,1960,98168,1340,8733,,
5988,8682310430,560000,2,2,1680,4647,1,0,0,3,8,1680,0,2008,98053,1680,4950,,
5989,642500080,365000,4,2.5,2905,4874,2,0,0,3,9,2905,0,2003,98031,2900,5271,,
5990,2525059172,664000,6,2.5,3190,12196,2,0,0,4,8,3190,0,1979,98052,2790,13068,,
5991,1072030510,415000,4,2.25,2240,12650,1,0,0,4,8,1730,510,1981,98059,2150,12650,,
5992,9542830350,296000,4,2.5,1780,3600,2,0,0,3,7,1780,0,2006,98038,2020,3802,,
5993,2112700185,435000,3,2.5,3110,6000,1,0,2,3,8,1560,1550,1967,98106,2060,6000,,
5994,3883800011,82000,3,1,860,10426,1,0,0,3,6,860,0,1954,98146,1140,11250,,
5995,8856890020,265000,3,1.75,1680,9769,1,0,0,3,8,1340,340,1989,98058,1730,9686,,
