pos,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,sqft_living15,sqft_lot15
4381,665000,3,2.5,2190,10370,2,0,0,3,9,2190,0,1987,98074,2470,10472
4382,639950,2,1.75,1780,4520,1,0,0,5,7,890,890,1925,98116,1560,4520
4383,1750000,4,3.5,3845,8400,2,0,0,3,10,3845,0,2013,98004,1710,8400
4384,503000,4,2.75,2100,7350,1,0,0,5,7,1240,860,1978,98034,2490,7350
4385,502550,3,1.75,1770,7875,1,0,0,4,7,1170,600,1958,98008,1670,8000
4386,574000,3,2.5,2380,6832,2,0,0,3,8,2380,0,2002,98065,2580,6832
4387,440000,4,1.5,1770,5750,2,0,0,3,7,1770,0,1947,98116,970,5750
4388,770000,4,3.25,4270,6384,2,0,0,3,9,3060,1210,2001,98065,2850,6285
4389,630000,4,2.5,2100,8800,1,0,2,4,7,1240,860,1960,98008,2000,8800
4390,269900,5,1.75,1750,8325,1,0,0,5,7,1750,0,1966,98031,1430,8325
4391,415000,3,1,1630,8146,1,0,0,3,7,1630,0,1952,98125,1480,8146
4392,245000,3,2,1390,8250,1,0,0,3,7,1390,0,1987,98042,1390,7875
4393,596000,2,1,1040,4880,1,0,0,3,7,1040,0,1910,98115,1500,4590
4394,1150000,3,2.5,2100,15120,1,0,0,4,8,2100,0,1953,98004,3070,16078
4395,705000,4,3.25,2740,5339,2.5,0,0,3,9,2740,0,2004,98103,1770,4820
4396,255000,3,1.5,1060,9039,1,0,0,3,7,1060,0,1973,98058,1410,9515
4397,497000,3,3,2060,1850,2,0,0,3,8,1400,660,2007,98119,1910,2951
4398,342000,4,2.5,2300,6448,2,0,0,3,8,2300,0,2001,98030,1860,5872
4399,390000,4,2.5,2560,43560,2,0,0,3,8,2560,0,1989,98038,2130,10150
4400,378500,2,1,730,7528,1,0,0,3,7,730,0,1946,98115,1620,7528
4401,235000,2,2,870,6450,1,0,0,4,6,740,130,1954,98118,1640,5775
4402,1820000,5,3,3880,13000,2,0,0,3,10,3880,0,1972,98040,3470,13701
4403,425000,3,2.25,1740,9682,1,0,0,5,8,1740,0,1969,98056,2100,9536
4404,241000,2,2,1470,3128,2,0,0,3,6,1470,0,2005,98038,1180,2576
4405,685000,4,2,2340,6000,1,0,0,5,8,1270,1070,1953,98199,1600,6000
4406,850000,2,1.75,1590,5136,1.5,0,3,3,9,1320,270,1927,98199,2520,5243
4407,837700,5,2.75,3010,12611,2,0,0,3,10,3010,0,1994,98052,2890,9456
4408,467000,3,2.5,1690,6642,2,0,0,3,7,1690,0,2004,98053,2120,5080
4409,255000,3,2,1590,8670,1,0,0,3,7,1590,0,1994,98042,1590,9253
4410,406550,5,2.75,2400,15781,1,0,0,4,7,1200,1200,1974,98074,2390,7500
4411,1040000,4,2.5,3770,10893,2,0,2,3,11,3770,0,1997,98006,3710,9685
4412,710000,4,2.5,2870,8995,1,0,0,5,8,1870,1000,1968,98006,2670,9672
4413,300000,3,1,1490,7200,1,0,0,3,7,1490,0,1954,98125,1280,7200
4414,605000,4,1.75,3280,35160,1,0,0,3,7,2080,1200,1976,98053,2510,31331
4415,720000,3,2.5,2020,1159,3,0,3,3,8,2020,0,2000,98103,1920,3600
4416,155000,2,1,910,6232,1,0,0,3,6,910,0,1943,98118,1070,6232
4417,580000,3,2.5,1620,1173,3,0,4,3,8,1470,150,2008,98103,1620,1505
4418,515000,3,2.5,1800,5001,2,0,0,3,7,1800,0,1996,98034,2106,5618
4419,562000,4,2.25,2170,7007,1,0,0,3,8,1540,630,1974,98033,2040,7700
4420,560000,4,2.25,1950,9800,1,0,0,3,8,1330,620,1968,98033,2170,9800
4421,415000,2,1,670,6000,1,0,0,5,6,670,0,1949,98118,1240,5040
4422,775000,4,3,2000,5304,1.5,0,0,4,7,2000,0,1947,98115,1670,5304
4423,450000,3,1.75,1180,4080,1,0,0,4,6,760,420,1928,98117,1490,4080
4424,550000,2,1,1080,3420,1,0,0,4,7,780,300,1922,98107,1380,3656
4425,957000,5,3.25,3160,5000,2,0,2,3,10,2180,980,2005,98199,3160,5746
4426,350000,3,1.75,1830,9425,1,0,0,3,8,1590,240,1946,98146,1670,8430
4427,381500,2,2,2160,35183,1,0,0,3,9,2160,0,1985,98092,2450,34992
4428,774888,3,2.25,2420,23507,1,0,0,4,8,2420,0,1969,98027,2540,22257
4429,375000,3,1,1960,7955,1,0,0,4,7,1260,700,1963,98177,1850,8219
4430,439000,3,2.25,1480,7565,1,0,0,3,7,1220,260,1977,98034,1660,7565
4431,455000,2,2,1350,1209,3,0,0,3,8,1350,0,2013,98199,1310,982
4432,289000,4,2.5,1961,3207,2,0,0,3,7,1961,0,2006,98042,1961,3401
4433,199000,3,1.75,1320,17390,1,0,0,4,7,1320,0,1956,98003,1550,19265
4434,409950,3,2.5,2655,5080,2,0,0,3,8,2655,0,2013,98023,2879,5232
4435,650500,3,1.75,1740,4400,1.5,0,0,3,8,1740,0,1903,98122,1740,4400
4436,385000,3,1.75,1800,18000,1,0,0,3,8,1200,600,1968,98058,1800,18000
4437,800000,5,2.5,3000,10560,1,0,0,3,8,1500,1500,1966,98004,2690,11616
4438,902000,4,2.5,3030,8507,2,0,0,3,9,3030,0,2003,98033,2570,8830
4439,475000,2,1.5,1170,1250,3,0,0,3,8,1170,0,2000,98107,1310,1308
4440,1660000,4,3.5,3080,4815,2,0,3,3,10,2300,780,1937,98199,2910,5350
4441,330000,4,3.5,3150,6202,2,0,0,3,7,3150,0,2005,98042,2950,5940
4442,835000,4,3,4480,42717,2,0,0,3,9,4480,0,1987,98077,3140,41632
4443,415000,3,1.5,1510,16800,1,0,0,5,8,1510,0,1956,98133,1560,7276
4444,425000,3,1.75,1510,44000,1,0,0,3,7,1240,270,1989,98045,2290,36242
4445,264500,4,2.25,2060,11385,1,0,0,4,7,1200,860,1962,98023,2110,11385
4446,400000,3,2.75,2220,5000,2,0,0,3,7,2220,0,1993,98108,960,5000
4447,417000,2,1,1190,5100,1.5,0,0,2,7,1190,0,1928,98117,1920,5100
4448,422500,3,1.75,1560,7245,1.5,0,0,3,7,1560,0,1962,98052,2220,8502
4449,425000,3,1.5,1390,9680,1,0,0,4,7,1390,0,1956,98008,1460,10050
4450,925000,4,2.25,2260,41984,1,0,0,4,9,2260,0,1967,98033,2650,37318
4451,142500,4,0.75,1440,13300,1,0,0,3,6,1440,0,1948,98166,1460,11100
4452,255000,4,2.5,2163,5882,2,0,0,3,7,2163,0,2006,98001,1760,9600
4453,410000,3,1.75,1880,8424,1,0,0,4,7,1380,500,1977,98059,1970,8523
4454,860000,5,2.25,1960,8592,1,0,0,4,8,1290,670,1958,98004,1720,8592
4455,550000,4,2.25,1650,7200,1,0,0,3,8,1650,0,1967,98008,2180,7950
4456,1560000,5,2.5,2870,16238,2,0,0,4,8,2870,0,1962,98039,2870,16238
4457,310000,2,1,700,3000,1,0,0,4,6,700,0,1918,98103,1560,4500
4458,660000,2,1,1070,5000,1,0,0,3,7,1070,0,1924,98103,1400,4000
4459,345000,3,1,1010,3060,1.5,0,0,3,6,1010,0,1904,98118,1330,4590
4460,853505,3,2.5,2820,14890,1,0,4,3,9,1770,1050,1985,98034,3740,14890
4461,712000,3,2.75,3200,6699,2,0,0,3,9,3200,0,2004,98075,3020,6699
4462,225000,3,1,1300,8316,1,0,0,4,6,1300,0,1954,98002,1260,8316
4463,259500,4,1.5,1300,7200,1,0,0,4,7,1300,0,1970,98031,1420,7200
4464,567500,3,1.75,2570,14033,1,0,2,4,8,2570,0,1953,98166,2550,16100
4465,759950,3,2.5,3100,23790,2,0,0,3,9,3100,0,2002,98075,2250,40854
4466,400000,5,1.75,2300,6720,2,0,0,3,7,2300,0,1905,98108,1200,6000
4467,345000,4,1,2020,18150,1,0,0,4,7,2020,0,1955,98028,1530,11970
4468,397000,4,1.75,2020,6000,1,0,0,3,7,1620,400,1959,98144,1870,4000
4469,650500,5,4.25,3920,11412,2,0,0,3,7,3920,0,1955,98006,1400,9750
4470,508300,3,1,1160,5969,1,0,0,3,7,880,280,1930,98115,1550,5120
4471,790000,4,2.5,3500,9198,2,0,0,3,9,3500,0,2004,98053,3990,8598
4472,225000,3,2.25,2510,12013,2,0,0,3,8,2510,0,1988,98003,1870,8017
4473,431000,3,2.5,1690,2752,2,0,0,3,8,1690,0,1979,98052,1690,2855
4474,367950,3,1.75,2290,8234,1,0,0,4,7,1250,1040,1950,98133,1660,7200
4475,280000,2,1,1880,7560,1,0,0,3,6,940,940,1919,98126,1280,7560
4476,284000,3,1.75,1560,21000,1,0,0,3,7,1560,0,1954,98166,1070,7920
4477,324950,3,2,1340,9750,1,0,0,4,7,890,450,1974,98024,1460,12900
4478,264950,4,2.5,1990,9656,2,0,0,3,7,1990,0,1994,98010,1500,9656
4479,510000,3,1.75,1480,7040,1,0,0,3,7,1480,0,1974,98033,2040,7810
4480,476500,4,2.5,2250,50155,2,0,0,3,8,2250,0,1998,98045,2040,57857
4481,199900,1,1,720,7140,1,0,0,3,6,720,0,1930,98146,1140,7577
4482,809950,4,3.5,3660,4903,2,0,0,3,9,2760,900,2014,98034,3630,4992
4483,615000,3,3,1420,991,2,0,0,3,8,1040,380,2005,98102,1500,1301
4484,295950,2,1,1190,6200,1,0,0,3,7,1190,0,1948,98133,1470,7800
4485,338500,3,1.75,2130,5489,1,0,0,3,8,1370,760,1999,98070,1750,7200
4486,271000,4,1.75,1710,7200,1,0,0,5,7,910,800,1975,98031,1730,7200
4487,264950,3,1.5,1470,11599,1,0,0,3,7,1070,400,1967,98030,1580,9760
4488,600000,2,2,990,5416,1,0,0,3,6,990,0,1935,98122,1650,3360
4489,585000,3,1.75,2220,216493,1,0,2,3,8,2220,0,1989,98014,2900,169884
4490,407500,2,1,770,6017,1,0,0,3,7,770,0,1950,98125,1670,7500
4491,725000,3,1.75,1860,6000,2,0,2,4,8,1860,0,1959,98144,3030,7119
4492,572000,3,1.75,1850,22767,1.5,0,4,5,6,1850,0,1908,98074,2700,17906
4493,362500,3,2.5,1800,2700,2,0,0,3,8,1800,0,2011,98126,1380,1200
4494,370000,2,1,860,5040,1,0,0,3,7,860,0,1956,98117,1570,5040
4495,561000,3,1.75,1710,5000,1,0,0,4,7,1360,350,1918,98136,1490,6250
4496,721000,3,2.25,2680,10440,1,0,1,3,8,1540,1140,1963,98116,2140,7560
4497,349500,3,1.75,1260,7128,1,0,0,4,7,1260,0,1969,98034,1330,7326
4498,796000,3,1,1980,3243,1.5,0,0,3,8,1980,0,1912,98102,1380,1249
4499,450500,2,1,1330,3698,1,0,0,3,7,1330,0,1952,98117,1900,5000
4500,550000,4,2.5,3220,9328,2,0,0,3,8,3220,0,2006,98019,3020,9300
4501,325000,3,2.75,2200,7000,1,0,0,4,7,1280,920,1977,98058,1670,7000
4502,535000,3,2.5,2510,5544,2,0,0,3,7,2510,0,2001,98053,2660,5614
4503,715000,3,3.25,3230,5000,2,0,0,3,9,3230,0,2006,98029,2670,3977
4504,825000,4,1.5,1890,6938,1.5,0,0,3,8,1890,0,1919,98116,1700,6250
4505,254922,2,1,780,8160,1,0,0,4,6,780,0,1953,98133,1310,8160
4506,338900,3,1.75,1180,4000,1,0,0,3,7,1040,140,1929,98118,1430,4000
4507,324000,3,1,1160,7202,1,0,0,4,7,1160,0,1957,98133,1620,8598
4508,474950,3,2.25,1850,2575,2,0,0,3,9,1850,0,2013,98118,1080,4120
4509,195000,3,1,1310,9554,1,0,0,3,7,960,350,1962,98001,1310,9845
4510,708000,4,2.5,3090,5600,2,0,0,3,9,3090,0,2005,98075,3080,5788
4511,225000,3,2.25,1650,7739,1,0,0,3,8,1290,360,1986,98003,1650,6033
4512,1010000,4,2.5,2480,12688,1,0,0,4,9,1820,660,1967,98004,2910,11979
4513,337000,3,2.25,1460,941,3,0,0,3,8,1460,0,2006,98133,1490,1399
4514,410000,4,2.75,2220,8450,1,0,0,4,7,1260,960,1983,98059,1580,8450
4515,330000,3,1,1140,7316,1,0,0,3,6,1140,0,1959,98106,1140,7440
4516,425000,3,2.5,1230,23522,1,0,0,4,7,1230,0,1978,98059,2340,23522
4517,198500,3,1.75,1520,7137,1,0,0,3,5,1520,0,1932,98168,1240,8602
4518,219950,3,1.5,1620,9310,1,0,0,4,7,1620,0,1967,98042,1610,10640
4519,670000,4,2.75,3020,13530,1,0,0,4,8,1540,1480,1977,98052,2230,11896
4520,353000,3,2,1210,14499,1,0,0,3,7,1210,0,1984,98045,1570,15360
4521,951250,5,3,2710,8227,1,0,2,3,8,1910,800,1953,98199,2060,5400
4522,375000,4,2.5,2510,7245,2,0,0,3,9,2510,0,2007,98146,1830,8900
4523,310000,4,1,1030,5750,1,0,0,3,7,1030,0,1971,98126,1250,5750
4524,300499,4,2.5,2150,7944,2,0,0,3,8,2150,0,1990,98092,2170,8319
4525,141800,2,1,930,4743,1,0,0,4,5,930,0,1942,98056,930,4779
4526,936000,3,1.75,2960,12420,1,0,2,4,8,1480,1480,1952,98116,2700,9106
4527,680000,3,2.25,2300,9914,2,0,0,4,8,2300,0,1980,98027,2240,9032
4528,474000,2,1,1100,3500,1,0,0,5,7,1100,0,1908,98115,2050,4000
4529,749950,4,2.5,3430,64441,2,0,0,3,8,3430,0,2013,98077,3580,64441
4530,730000,5,3.5,3760,4857,2,0,3,3,9,2820,940,2004,98072,3000,5693
4531,221000,4,1.75,1540,7200,1,0,0,3,7,1260,280,1966,98003,1540,8416
4532,802500,4,2.25,1950,7000,1,0,1,3,8,1450,500,1957,98118,1840,6440
4533,1390000,4,2.5,3450,17400,1.5,0,0,4,9,2180,1270,1964,98004,3770,19530
4534,468000,4,2.5,2100,8400,1,0,0,4,7,1240,860,1976,98072,1980,8610
4535,399500,2,1.5,1180,1722,2,0,0,3,8,1180,0,2006,98116,1490,1469
4536,460000,3,2.25,1620,7350,1,0,0,3,7,1170,450,1969,98034,1800,7350
4537,525000,3,2.25,2100,40510,2,0,0,3,10,1320,780,1979,98074,2380,33450
4538,861000,3,2,2520,3959,1,0,0,5,8,1270,1250,1931,98105,1660,3959
4539,190000,3,1.75,1520,9600,1,0,0,4,7,1520,0,1967,98059,1590,10183
4540,336500,3,1,1480,7284,1,0,0,3,7,970,510,1963,98133,2020,7920
4541,328000,5,2.25,2240,9652,2,0,0,3,7,2240,0,1990,98055,2180,11644
4542,339000,3,1,1150,2496,1,0,0,3,6,1010,140,1947,98126,1340,1203
4543,360000,3,2.75,2030,6840,1,0,0,3,7,1210,820,1979,98108,1910,6365
4544,418200,3,2.25,2240,9542,1,0,1,3,7,1190,1050,1980,98198,2080,9542
4545,585000,3,1,1450,5378,1,0,0,3,7,1190,260,1939,98199,1810,5559
4546,210000,5,1.75,2340,9148,2,0,0,3,7,2340,0,1957,98198,1390,10019
4547,470000,3,2.5,2150,8221,2,0,0,3,8,2150,0,1992,98059,2490,7951
4548,290500,4,3.25,2510,7686,2,0,0,3,9,2510,0,2003,98055,2510,6732
4549,369000,2,2.5,980,895,2,0,0,3,8,670,310,2009,98116,980,899
4550,234000,2,1,940,5375,1,0,0,4,5,940,0,1952,98198,1200,7500
4551,677000,4,2.5,2820,4174,2,0,0,3,9,2820,0,2004,98034,2560,4853
4552,474000,3,1,1140,4560,1,0,0,4,6,770,370,1944,98117,1340,3980
4553,425000,4,2.5,3052,12145,2,0,0,3,8,3052,0,2004,98003,2767,8604
4554,245000,3,2,1440,7008,1,0,0,3,7,1440,0,1985,98030,1680,7200
4555,291000,4,2.5,1860,6325,2,0,0,4,7,1860,0,1991,98038,1860,6449
4556,550000,3,2.5,2140,10136,1,0,0,3,8,1320,820,1958,98006,1980,11200
4557,436000,4,2,1600,15044,1,0,0,3,7,1600,0,1972,98034,1660,8102
4558,230000,3,2,1160,1174,2,0,0,3,7,790,370,2007,98106,1160,994
4559,987000,3,2,2160,15788,1,0,0,3,8,2160,0,1951,98004,2260,9787
4560,1580000,4,2.75,3120,20031,1,0,2,4,9,1980,1140,1954,98040,3330,18777
4561,365000,3,1.75,1450,61419,1,0,0,4,8,1450,0,1976,98092,2256,82328
4562,429500,3,2.75,1650,7272,1,0,0,4,7,1230,420,1972,98034,1770,7272
4563,270000,3,1.75,1300,4127,1,0,0,4,6,650,650,1918,98106,1420,4000
4564,270000,3,1.5,1230,7500,1,0,0,3,7,1230,0,1962,98198,1260,7800
4565,380000,3,2.25,1530,1305,2,0,0,3,7,1116,414,2007,98177,1320,1427
4566,324500,2,1,1300,6617,1,0,0,3,7,1300,0,1986,98125,1820,7800
4567,294000,5,2.75,1790,5000,1.5,0,0,4,7,1060,730,1915,98106,1400,5000
4568,720000,4,2.5,2650,11520,2,0,0,3,8,2110,540,1988,98033,2000,7680
4569,299999,3,2.5,2380,9719,2,0,0,3,8,2380,0,2001,98001,2830,11505
4570,1200000,5,4,2710,2800,3,0,0,3,10,2380,330,1974,98119,1530,3600
4571,590000,3,2.5,2650,9380,1,0,0,5,8,1680,970,1975,98155,2310,9600
4572,453500,4,1.75,2000,6032,1,0,2,3,7,1300,700,1959,98146,1930,6032
4573,295000,3,1.5,850,2500,1,0,0,3,7,850,0,1986,98106,850,5000
4574,463500,1,1,1090,8750,1,0,0,4,6,1090,0,1924,98118,1830,5000
4575,306500,2,1.75,1310,10200,1,0,0,4,6,1310,0,1947,98065,1500,7200
4576,205000,3,1,1370,10708,1,0,0,3,7,1370,0,1969,98001,1770,14482
4577,308950,3,2.5,1600,6250,2,0,0,3,7,1600,0,1995,98038,1760,6110
4578,469900,3,2.5,2270,4399,2,0,0,3,7,2270,0,2007,98065,2060,4399
4579,339950,4,2.5,2260,6086,2,0,0,3,8,2260,0,1999,98030,2260,6218
4580,299500,4,2.25,1600,15312,1,0,0,4,7,1080,520,1979,98045,1620,12375
4581,725995,4,2.5,3190,7869,2,0,2,3,9,3190,0,2001,98065,2630,6739
4582,615000,3,3.5,2710,3326,2,0,0,3,8,1650,1060,2005,98027,2280,2738
4583,642000,3,1,1040,4480,1,0,0,3,7,870,170,1924,98109,1730,4200
4584,575000,4,2.5,2550,56628,2,0,0,3,9,2550,0,2001,98027,1870,56628
4585,289950,3,2.5,1870,1436,2,0,0,3,7,1870,0,2004,98059,1720,1852
4586,304700,2,1,740,5995,1,0,0,4,7,740,0,1949,98133,1140,5995
4587,325000,2,1,1080,5000,1,0,0,3,7,1080,0,1954,98106,1010,5000
4588,750000,2,2.25,1890,5400,2,0,0,5,8,1610,280,1905,98105,2820,4860
4589,475000,4,3,2410,8284,1,0,0,5,7,1210,1200,1969,98034,2050,7940
4590,442500,3,1.75,1800,10200,1,0,0,3,8,1800,0,1967,98058,2140,10128
4591,210000,3,1,1730,7210,1,0,0,3,7,1430,300,1963,98001,1820,7210
4592,1150000,4,3,4160,13170,2,0,0,3,11,3040,1120,2001,98059,3780,13148
4593,1550000,4,3.5,3260,5000,2,0,0,5,9,2630,630,1937,98105,2600,5000
4594,467000,3,2.5,3460,6590,2,0,0,3,7,3460,0,2001,98056,2490,6312
4595,945000,4,2.25,2420,9000,1,0,4,5,9,2000,420,1967,98146,2400,9035
4596,175000,2,1,1020,5130,1,0,0,4,6,1020,0,1948,98002,1200,6497
4597,625000,3,2.5,2000,6341,1,0,0,5,8,1040,960,1981,98116,2030,6341
4598,405000,3,2,1660,8174,1,0,0,3,7,830,830,1981,98034,1610,9318
4599,749999,5,2.25,3060,13630,2,0,0,3,10,3060,0,1989,98006,3430,10700
4600,240000,3,1.75,1630,9450,1,0,0,4,7,1080,550,1977,98032,1280,9100
4601,584000,3,2.5,1790,3962,2,0,0,3,8,1790,0,1992,98117,1340,3960
4602,834500,3,2.25,2780,6000,1,0,3,4,9,1670,1110,1948,98199,2780,6000
4603,466000,3,1.75,1680,9460,1,0,0,4,7,1680,0,1959,98006,1690,9448
4604,485000,3,2.25,2440,47916,2,0,0,3,8,2090,350,1991,98053,2150,24000
4605,705000,3,1,1440,2618,1.5,0,0,4,7,1440,0,1906,98103,1850,3990
4606,580000,5,2,1940,6000,1,0,0,5,7,970,970,1945,98115,1700,6000
4607,725000,3,2,1820,6324,1,0,0,5,7,910,910,1945,98115,1850,6440
4608,655000,2,1.75,1450,15798,2,1,4,3,7,1230,220,1915,98166,2030,13193
4609,287000,3,1.75,1940,9000,1,0,0,3,7,1290,650,1965,98055,1900,9120
4610,385000,3,2.25,1680,8450,1,0,0,3,8,1340,340,1960,98177,1850,8300
4611,607500,3,3.25,1530,1612,3,0,0,3,8,1530,0,2006,98107,1530,1611
4612,305000,2,1,960,8276,1,0,0,3,5,960,0,1939,98027,1620,6000
4613,1600000,4,2.5,2980,13341,1.5,1,4,5,8,1800,1180,1928,98034,2340,19810
4614,600000,5,2.25,2760,6350,1,0,0,3,7,1380,1380,1958,98126,2060,6342
4615,395350,2,1,1060,5754,1,0,0,4,6,1060,0,1917,98117,1460,7200
4616,745000,4,2.5,2760,13093,2,0,0,4,9,2760,0,1989,98075,2810,13545
4617,645000,4,2.25,2070,8720,1,0,0,5,8,1360,710,1974,98033,2180,8510
4618,275000,3,2.5,2710,5733,2,0,0,3,7,2710,0,2003,98092,2720,5733
4619,349950,2,3.25,1570,2031,2,0,0,3,8,1310,260,2006,98126,1570,2039
4620,390000,3,1.75,1430,9857,1,0,2,4,7,1140,290,1980,98045,1310,9880
4621,900000,6,2.75,2300,24773,1.5,0,0,4,9,2300,0,1950,98040,2720,11740
4622,525000,2,2.75,1310,1268,3.5,0,0,3,8,1310,0,2007,98103,1350,1288
4623,327000,3,1.5,1510,344124,1,0,2,4,7,1510,0,1964,98022,1750,169884
4624,400000,3,1,1460,43000,1,0,0,3,7,1460,0,1952,98166,2250,20023
4625,362362,2,1,710,4000,1,0,0,3,6,710,0,1909,98118,960,4000
4626,626000,4,1.75,1350,9293,1,0,0,4,7,1350,0,1954,98004,1890,9293
4627,416000,4,1.75,1980,7840,1,0,0,4,7,990,990,1961,98008,1520,8400
4628,485000,3,2.5,1500,5412,1,0,0,5,7,900,600,1920,98136,1090,5412
4629,470000,3,2,1730,38884,1,0,0,3,8,1730,0,1997,98038,2130,91040
4630,435000,4,2,2630,9663,1,0,1,4,8,1330,1300,1956,98056,1900,8894
4631,539950,5,3,3100,5250,2,0,0,3,7,3100,0,2006,98065,2460,5250
4632,620000,4,2.25,2210,8101,2,0,0,3,9,2210,0,1985,98074,2330,8842
4633,443500,3,2,1920,7598,1,0,0,4,8,1920,0,1972,98177,2220,7598
4634,260000,3,1.5,1320,9750,1,0,0,3,7,1320,0,1954,98148,1530,9750
4635,855000,4,3.5,4030,1024068,2,0,0,3,10,4030,0,2006,98045,1830,11700
4636,733000,5,2.75,2880,4425,2,0,0,3,8,2880,0,2005,98052,2940,6581
4637,488500,3,2,1710,10959,1,0,0,4,7,1030,680,1981,98033,1710,10498
4638,550120,5,2.5,2620,8050,1,0,0,3,8,1520,1100,1975,98052,2030,7676
4639,300000,2,1.75,1360,8100,1,0,0,3,7,860,500,1975,98177,1830,6766
4640,675000,4,2.5,2920,6000,2,0,4,3,9,2920,0,2004,98065,3100,6001
4641,375000,4,2,1790,61419,2,0,2,2,7,1790,0,1988,98019,1790,62290
4642,998160,2,2.5,3010,16050,1,0,3,4,9,1260,1750,1976,98006,3010,11612
4643,248500,2,1.5,880,1498,2,0,0,3,7,880,0,1999,98133,880,5060
4644,354000,4,2.5,2580,5476,2,0,0,3,8,2580,0,2005,98031,2900,5476
4645,651000,3,3,2260,1834,2,0,0,3,8,1660,600,2002,98122,2260,1834
4646,515000,5,2.5,1690,2402,1.5,0,0,3,7,990,700,1930,98117,1200,4005
4647,230000,3,1.75,1260,10164,1,0,0,4,6,1260,0,1964,98059,1190,10640
4648,483000,4,1.5,1220,3780,1.5,0,0,3,7,1220,0,1927,98107,1400,3185
4649,622500,3,2.5,2260,4550,1.5,0,0,4,7,1380,880,1928,98126,1870,4582
4650,210000,4,2.25,1500,5393,2,0,0,3,7,1500,0,1999,98001,1700,5917
4651,1190000,3,1.75,2550,6117,2,0,0,3,9,1650,900,1951,98122,2100,4967
4652,200450,3,1,970,9130,1,0,0,3,6,970,0,1957,98188,1000,8886
4653,565000,3,2.75,2390,9966,1,0,0,5,8,1360,1030,1977,98006,2140,10713
4654,396000,3,1.75,2340,5668,1,0,0,4,6,1200,1140,1941,98106,860,4800
4655,294000,4,2,2930,12840,1.5,0,0,4,8,2930,0,1965,98092,1960,10920
4656,719000,3,2.5,2120,9307,2,0,0,4,9,2120,0,1984,98006,2290,11524
4657,374000,3,1,1200,9800,1,0,0,4,7,1200,0,1971,98072,1220,10220
4658,339000,3,1.5,1740,21980,1,0,0,4,7,1740,0,1973,98042,1400,16100
4659,565000,4,2,1710,3875,1.5,0,0,4,7,1710,0,1907,98122,1710,3812
4660,1420000,5,3.25,4020,4500,2,0,0,3,9,3120,900,2010,98004,3550,5775
4661,1010000,3,2.25,2160,7500,2,0,0,3,10,2160,0,1982,98112,1550,3839
4662,655000,4,2.5,2570,4412,2,0,0,3,9,2570,0,2001,98034,2460,5470
4663,349000,4,1.75,1700,7800,1,0,0,5,7,1120,580,1981,98059,1560,7800
4664,699000,4,2.5,2550,7312,2,0,0,3,9,2550,0,1988,98008,2330,7480
4665,769000,4,3.5,3010,6202,2,0,0,3,9,3010,0,2005,98029,2520,5001
4666,399000,3,3.25,1680,1478,2,0,0,3,8,1360,320,2009,98126,1530,2753
4667,219900,4,1.5,1120,5427,1,0,0,3,6,1120,0,1969,98042,1150,5304
4668,525000,3,2.25,1960,12350,1,0,0,4,7,1960,0,1961,98027,1920,13608
4669,239900,4,2.25,1860,7000,1,0,0,3,8,1120,740,1979,98023,1990,8937
4670,870000,4,1.75,2780,11000,1,0,0,3,9,1560,1220,1964,98004,2350,11700
4671,324950,3,2.5,1560,9600,1,0,0,3,7,1210,350,1964,98188,2070,9600
4672,385000,3,2.25,1650,7800,1,0,0,3,7,1260,390,1969,98011,1760,8268
4673,372500,3,1.5,1180,12324,1,0,0,3,7,800,380,1981,98074,1280,11371
4674,315000,3,2.5,1660,10763,2,0,0,3,7,1660,0,1994,98038,2010,7983
4675,887000,3,2,3000,22040,2,0,2,4,8,2470,530,1942,98177,2600,7947
4676,339300,3,2,970,10000,1,0,0,5,7,970,0,1972,98074,1230,7500
4677,320000,2,1.5,1110,1200,3,0,0,3,8,1110,0,2000,98103,1110,1363
4678,580000,3,2.5,1910,11550,1.5,0,0,3,8,1910,0,2003,98074,2230,11550
4679,165000,4,1,1220,7980,1.5,0,0,3,6,1220,0,1944,98178,1210,7920
4680,560000,4,1.75,2230,6838,1,0,0,3,7,1320,910,1985,98008,1580,7500
4681,735000,4,3,2840,4120,1.5,0,0,4,8,2060,780,1931,98118,1840,5871
4682,650000,3,2.5,2430,12997,2,0,0,3,9,2430,0,1992,98011,2720,12500
4683,639000,3,2.25,1400,2421,2,0,0,3,9,1400,0,2005,98034,1500,2743
4684,510000,4,2.25,2450,62290,2,0,0,3,8,2450,0,1976,98077,2450,41181
4685,299500,3,1.75,1880,11700,1,0,0,4,7,1880,0,1968,98092,2230,35200
4686,424950,3,1.75,2090,7505,1,0,0,3,7,2090,0,1967,98034,1510,7416
4687,1090000,2,2,2360,11340,1.5,0,0,3,9,2360,0,1997,98040,3030,11340
4688,270000,3,1.5,1540,13475,1,0,0,4,7,1540,0,1972,98059,1550,13475
4689,565000,3,2.5,2700,6037,2,0,0,3,8,2700,0,2004,98065,2740,6054
4690,567500,2,1.5,1350,4592,1,0,0,3,7,1070,280,1939,98199,1610,5102
4691,515000,2,1,1680,6500,1,0,0,4,7,1140,540,1941,98136,1610,6500
4692,1000000,3,2.5,3180,10492,2,0,2,3,10,3180,0,1991,98052,3000,9812
