id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,renovated,zipcode,sqft_living15,sqft_lot15,price_range
3832200070,20141222T000000,250000,4,1.75,1710,7187,1,0,Very Poor,Excellent,Average Quality And Design,1014,729,1968,0,98032,1770,8893,(200000-300000]
6096500105,20150430T000000,1.55E+06,4,2.25,2635,2987,2,0,Very Poor,OK,Average Quality And Design,2086,583,1908,0,98109,1920,3073,(1500000-1600000]
3222049024,20140522T000000,361000,3,1,1116,4075,1.5,0,Excellent,Good,Bad Quality And Design,1086,0,1922,0,98198,2571,7876,(300000-400000]
3975400085,20140624T000000,850000,4,3,3360,4005,1,0,Very Poor,OK,Good Quality And Desgin,1790,1576,1958,0,98103,1620,4026,(800000-900000]
1420400130,20141226T000000,215000,4,2.25,1910,9639,1,0,Very Poor,Good,Average Quality And Design,1899,0,1967,0,98031,2021,9588,(200000-300000]
8712100605,20141028T000000,840000,4,2.25,2105,3628,1.5,0,Very Poor,OK,Good Quality And Desgin,1756,356,1929,0,98112,1819,4583,(800000-900000]
6306800020,20141111T000000,452000,4,2.5,2700,7829,2,0,Very Poor,OK,Good Quality And Desgin,2714,0,2014,0,98030,2571,14823,(400000-500000]
6669020500,20140627T000000,330000,4,1.75,2434,7325,1,0,Very Poor,OK,Good Quality And Desgin,1605,808,1978,0,98032,2171,7657,(300000-400000]
2722049218,20141027T000000,287500,4,2.25,2239,12039,2,0,Very Poor,OK,Good Quality And Desgin,2236,0,1985,0,98032,2120,11912,(200000-300000]
2571910380,20140605T000000,289000,3,2,1710,8477,1,0,Very Poor,OK,Average Quality And Design,1675,0,1993,0,98022,1968,8568,(200000-300000]
6632300567,20140730T000000,597000,4,2.5,2370,7829,2,0,Very Poor,OK,Good Quality And Desgin,2345,0,2004,0,98125,1920,9150,(500000-600000]
2125400160,20141114T000000,427800,3,1.75,1316,13309,1,0,OK,OK,Average Quality And Design,1344,0,1985,0,98034,2071,9667,(400000-500000]
1311500020,20140703T000000,198000,4,1.75,2105,7207,1,0,Very Poor,Good,Average Quality And Design,1050,1028,1966,0,98001,1520,7396,(100000-200000]
240000058,20150408T000000,469000,4,2.75,3556,13869,1,0,Very Poor,Excellent,Good Quality And Desgin,2086,1411,1966,0,98188,2071,9010,(400000-500000]
8598200070,20141208T000000,278000,2,2.5,1445,2384,2,0,Very Poor,OK,Average Quality And Design,1420,0,2004,0,98059,1520,2258,(200000-300000]
5104531120,20150323T000000,775000,5,2.75,3754,12039,2,0,Excellent,OK,Good Quality And Desgin,3748,0,2005,0,98038,3120,7232,(700000-800000]
255450410,20140804T000000,339989,3,2.5,2040,4195,2,0,Very Poor,OK,Good Quality And Desgin,2046,0,2014,0,98038,2371,4209,(300000-400000]
6071300550,20140822T000000,600000,4,2.5,2370,9104,1,0,Very Poor,Good,Good Quality And Desgin,1605,808,1967,0,98006,2071,9469,(600000-700000]
6414600051,20150303T000000,425000,2,1,1180,17693,1,0,Very Poor,OK,Average Quality And Design,1160,0,1947,0,98133,1422,9010,(400000-500000]
2125059123,20150414T000000,1.25E+06,5,3.25,3952,45702,1,0,Very Poor,OK,Good Quality And Desgin,2086,1872,1969,0,98005,3869,45581,(1200000-1300000]
924059233,20141208T000000,659000,4,2,2370,9255,2,0,Very Poor,OK,Good Quality And Desgin,2345,0,1977,0,98005,1620,9469,(600000-700000]
7465900060,20150205T000000,425000,3,1,989,5977,1,0,Very Poor,OK,Average Quality And Design,1014,0,1915,0,98116,1269,5011,(400000-500000]
1311800040,20141220T000000,260000,4,2.75,2239,7207,1,0,Very Poor,OK,Average Quality And Design,1127,1112,1967,0,98001,1569,7396,(200000-300000]
2113700115,20150504T000000,369950,3,2,1510,4005,1,0,Very Poor,Excellent,Bad Quality And Design,791,729,1943,0,98106,1422,4026,(300000-400000]
8901000585,20150401T000000,525000,4,1.75,1580,7412,1,0,Very Poor,OK,Average Quality And Design,1195,426,1973,0,98125,1620,7537,(500000-600000]
822039111,20150327T000000,645000,3,2.5,2105,192934,1,0,Poor,OK,Good Quality And Desgin,2124,0,1997,0,98070,1319,90923,(600000-700000]
3702900185,20140818T000000,640000,3,2.5,2569,7497,2,0,Very Poor,OK,Good Quality And Desgin,2563,0,1991,0,98116,921,6547,(600000-700000]
7525950180,20140701T000000,1.06E+06,4,2.5,4557,16182,2,0,OK,OK,Very High Quality and Design,4569,0,1990,0,98074,4476,17750,(1000000-1100000]
3188100400,20140603T000000,530000,3,1.75,1251,6067,1.5,0,Very Poor,Excellent,Average Quality And Design,1235,0,1942,0,98115,1169,6044,(500000-600000]
8029550180,20150325T000000,450000,4,2.5,2239,4579,2,0,Very Poor,OK,Average Quality And Design,1825,426,2001,0,98056,2269,5215,(400000-500000]
6300500515,20140818T000000,350000,3,1,1050,4980,1,0,Very Poor,Good,Average Quality And Design,866,199,1941,0,98133,974,4980,(300000-400000]
4410600100,20141204T000000,325088,4,1,1381,6675,1,0,Very Poor,OK,Average Quality And Design,1014,426,1954,0,98108,1520,6391,(300000-400000]
3342103228,20140804T000000,525000,4,2.5,2305,5561,2,0,Very Poor,Good,Good Quality And Desgin,2305,0,2003,0,98056,2319,6151,(500000-600000]
2206500300,20140820T000000,565000,5,1.75,1910,9747,1,0,Very Poor,Good,Average Quality And Design,1386,505,1955,0,98006,1770,9667,(500000-600000]
3885805175,20141001T000000,1.49E+06,4,3.25,3754,7207,2,0,Very Poor,OK,Good Quality And Desgin,2825,886,2006,0,98033,2469,7203,(1400000-1500000]
6675500105,20140729T000000,306000,3,2,1180,7248,1,0,Very Poor,OK,Average Quality And Design,1160,0,1969,0,98034,1870,9150,(300000-400000]
7202330160,20141119T000000,440000,3,2.5,1445,5445,2,0,Very Poor,OK,Average Quality And Design,1455,0,2003,0,98053,1569,3756,(400000-500000]
476000017,20141003T000000,553000,2,2,1381,1641,2,0,Very Poor,OK,Good Quality And Desgin,935,426,2006,0,98107,1422,3596,(500000-600000]
9390700095,20140808T000000,407500,2,1,786,2987,1,0,OK,OK,Average Quality And Design,757,0,1923,0,98102,1422,4026,(400000-500000]
7971300020,20150331T000000,800000,5,2,2968,11068,1,0,Very Poor,Good,Average Quality And Design,1495,1494,1957,0,98005,2171,10950,(800000-900000]
9348700020,20140825T000000,734500,4,2.75,3296,6806,2,0,Very Poor,OK,Good Quality And Desgin,3271,0,2003,0,98052,3270,7481,(700000-800000]
2095800400,20141113T000000,455000,3,2.5,2105,8713,2,0,Very Poor,OK,Good Quality And Desgin,2086,0,1989,0,98011,2071,6391,(400000-500000]
3995700250,20141013T000000,393500,3,1.75,1580,8197,1,0,Very Poor,Excellent,Average Quality And Design,1605,0,1948,0,98155,1220,8146,(300000-400000]
5595900090,20140609T000000,250000,5,1.5,2500,5800,1.5,0,Very Poor,Good,Average Quality And Design,1495,1028,1928,0,98022,1620,6821,(200000-300000]
9346700270,20150302T000000,858000,4,2.25,3093,13869,2,0,Very Poor,OK,Good Quality And Desgin,3086,0,1978,0,98007,3019,9667,(800000-900000]
6840701610,20140701T000000,332888,2,2.5,1050,1105,2,0,Very Poor,OK,Good Quality And Desgin,935,128,2007,0,98122,1370,3596,(300000-400000]
3575302575,20140811T000000,532500,3,2.5,2171,7497,1,0,Poor,OK,Average Quality And Design,1420,729,1979,0,98074,1569,7537,(500000-600000]
3735901040,20140703T000000,341000,3,1,1381,4819,1.5,0,Very Poor,OK,Bad Quality And Design,1386,0,1908,0,98115,1719,3999,(300000-400000]
3832500790,20150420T000000,309000,4,2,2239,9255,1,0,Very Poor,OK,Average Quality And Design,1127,1112,1968,0,98032,2021,8229,(300000-400000]
8732030080,20140818T000000,230000,3,1.75,1445,8397,1,0,Very Poor,Good,Good Quality And Desgin,1455,0,1978,0,98023,1870,8479,(200000-300000]
7327500270,20140925T000000,445000,3,2.25,1180,13869,1,0,Very Poor,OK,Average Quality And Design,1195,0,1984,0,98045,1620,14065,(400000-500000]
3764390100,20140722T000000,434000,3,2.75,1839,3189,2,0,Very Poor,OK,Good Quality And Desgin,1825,0,1991,0,98034,2021,3376,(400000-500000]
1795910420,20141031T000000,515000,3,2.5,2105,7829,2,0,Very Poor,OK,Good Quality And Desgin,2086,0,1986,0,98052,2120,8229,(500000-600000]
6648770240,20141224T000000,360000,4,2.5,2370,7071,2,0,Very Poor,OK,Good Quality And Desgin,2380,0,1990,0,98001,2571,7789,(300000-400000]
2624049167,20150423T000000,461550,3,1.5,2105,11715,1,0,Very Poor,OK,Average Quality And Design,1790,279,1954,0,98118,2171,10950,(400000-500000]
6610000320,20140910T000000,710500,3,1.75,2040,4195,1.5,0,Very Poor,Good,Good Quality And Desgin,1531,505,1917,0,98107,1620,4359,(700000-800000]
2895550330,20150506T000000,290000,3,2.5,1580,6806,2,0,Very Poor,OK,Average Quality And Design,1605,0,2000,0,98001,1719,7232,(200000-300000]
5498100010,20150324T000000,425000,4,2.5,1975,4579,1,0,Very Poor,OK,Good Quality And Desgin,1195,729,2010,0,98028,1920,10508,(400000-500000]
9407101180,20141224T000000,345000,3,2.25,2040,8980,2,0,Very Poor,OK,Average Quality And Design,2010,0,1979,0,98045,1470,9667,(300000-400000]
4441300416,20141028T000000,695000,4,1.75,2370,5977,1,0,OK,OK,Good Quality And Desgin,1386,1028,1957,0,98117,2221,6272,(600000-700000]
5244801275,20141121T000000,410500,2,1,1116,3970,1,0,Very Poor,Excellent,Bad Quality And Design,757,356,1916,0,98109,1569,4359,(400000-500000]
3630030110,20140616T000000,534500,3,2.5,1710,3189,2,0,Very Poor,OK,Good Quality And Desgin,1715,0,2005,0,98029,1719,3596,(500000-600000]
5595900355,20141216T000000,257100,3,1.5,1510,10173,1,0,Very Poor,Good,Average Quality And Design,1014,505,1945,0,98022,1470,7657,(200000-300000]
5104510860,20150506T000000,425000,4,3,2434,5561,2,0,Very Poor,OK,Good Quality And Desgin,2415,0,2002,0,98038,2021,5702,(400000-500000]
7732410130,20140521T000000,600000,3,2.25,2239,9104,2,0,Very Poor,Good,Good Quality And Desgin,2236,0,1987,0,98007,2371,8030,(600000-700000]
6848200325,20140904T000000,625000,3,2.75,2239,3628,2.5,0,Very Poor,OK,Average Quality And Design,1641,583,1901,0,98102,1719,3073,(600000-700000]
5437400100,20150331T000000,675000,4,2.5,2370,9639,2,0,Very Poor,OK,Good Quality And Desgin,2380,0,1984,0,98027,2269,7977,(600000-700000]
104550660,20140728T000000,275000,3,2.5,1839,6806,2,0,Very Poor,OK,Average Quality And Design,1864,0,1989,0,98023,1968,6821,(200000-300000]
2473411210,20150122T000000,374950,4,1.75,1646,8197,1,0,Very Poor,OK,Good Quality And Desgin,1675,0,1974,0,98058,1819,7657,(300000-400000]
3332000615,20150422T000000,389000,3,1,1316,3797,1.5,0,Very Poor,OK,Bad Quality And Design,1344,0,1903,0,98118,1319,5075,(300000-400000]
1523059100,20140902T000000,320000,5,1,1710,26943,1,0,Very Poor,Good,Bad Quality And Design,1756,0,1958,0,98059,2770,10732,(300000-400000]
8106300510,20141229T000000,485000,5,2.5,3296,6184,2,0,Very Poor,OK,Good Quality And Desgin,3271,0,2004,0,98055,2971,5971,(400000-500000]
7811200310,20141216T000000,635000,4,2.25,1910,8843,1,0,Very Poor,Good,Good Quality And Desgin,1195,729,1969,0,98005,2269,8775,(600000-700000]
7576200040,20140718T000000,689888,4,2.25,1910,3444,1.5,0,Very Poor,Excellent,Good Quality And Desgin,1531,426,1916,0,98122,1819,5011,(600000-700000]
1545807610,20150429T000000,270500,3,2.5,1777,7829,1,0,Very Poor,OK,Average Quality And Design,1305,426,1978,0,98038,1670,7876,(200000-300000]
9521100867,20140711T000000,475000,3,3.25,1381,1105,3,0,Very Poor,OK,Good Quality And Desgin,1386,0,2008,0,98103,1319,1357,(400000-500000]
624110450,20150225T000000,835000,4,2,3360,16182,2,0,Very Poor,Good,Good Quality And Desgin,3378,0,1987,0,98077,3969,15699,(800000-900000]
8691510170,20150204T000000,368750,3,2.5,2239,5698,2,0,Very Poor,OK,Average Quality And Design,2236,0,2004,0,98058,2221,5215,(300000-400000]
7595700025,20140725T000000,430000,2,1,989,4980,1,0,Very Poor,OK,Bad Quality And Design,974,0,1931,0,98117,974,4980,(400000-500000]
922059169,20141201T000000,800000,6,4.25,5468,192934,2,0,Very Poor,Good,Good Quality And Desgin,5151,356,1991,0,98031,2469,10508,(800000-900000]
8732130730,20141120T000000,280000,3,1.75,1777,8197,1,0,Very Poor,Good,Average Quality And Design,1235,505,1978,0,98023,2071,8229,(200000-300000]
7809200055,20140618T000000,220000,3,1,1116,12379,1,0,Very Poor,OK,Average Quality And Design,1127,0,1958,0,98056,1470,12722,(200000-300000]
3073500045,20140507T000000,492000,4,2.5,3296,16182,1.5,0,Very Poor,Excellent,Average Quality And Design,2236,1028,1922,1,98133,1620,8893,(400000-500000]
1023079147,20140820T000000,652500,4,2.25,2239,133656,2,0,Very Poor,OK,Good Quality And Desgin,2236,0,1989,0,98027,2668,129203,(600000-700000]
7853320250,20140920T000000,480000,3,2.5,2434,4722,2,0,Very Poor,OK,Average Quality And Design,2415,0,2009,0,98065,2421,4833,(400000-500000]
1523049115,20141021T000000,234550,3,1,1975,15335,1,0,Very Poor,OK,Average Quality And Design,1127,886,1946,0,98168,1169,10316,(200000-300000]
993002325,20140623T000000,430000,2,1.5,989,4579,1,0,Very Poor,Good,Average Quality And Design,935,0,1949,0,98103,1422,4583,(400000-500000]
2215901310,20141114T000000,303500,4,2.5,1910,7325,2,0,Very Poor,OK,Good Quality And Desgin,1935,0,1992,0,98038,1870,7396,(300000-400000]
1622049242,20150304T000000,550000,4,2.5,3161,9639,2,0,Good,OK,Good Quality And Desgin,3155,0,2014,0,98198,3019,11557,(500000-600000]
811000055,20140925T000000,1.28E+06,4,3,3296,4482,2,0,Very Poor,OK,Good Quality And Desgin,2305,960,1930,1,98109,2421,4980,(1200000-1300000]
8133700020,20140702T000000,496000,2,1,921,9255,1,0,Very Poor,OK,Average Quality And Design,902,0,1946,0,98107,1220,6976,(400000-500000]
191100275,20140926T000000,1.35E+06,4,3.5,3492,9572,2,0,Very Poor,OK,Good Quality And Desgin,3492,0,1999,0,98040,2622,9469,(1300000-1400000]
9264960340,20140617T000000,325000,4,2.5,2635,7071,2,0,Very Poor,OK,Good Quality And Desgin,2605,0,1987,0,98023,2622,7789,(300000-400000]
6844703410,20140924T000000,587500,4,2.25,1777,6184,1,0,Very Poor,OK,Good Quality And Desgin,1305,505,1951,0,98115,1770,6151,(500000-600000]
8024201370,20141208T000000,400000,2,1,851,5088,1,0,Very Poor,OK,Bad Quality And Design,866,0,1931,0,98115,1370,5138,(400000-500000]
5104511250,20140613T000000,540000,5,3,3622,9747,2,0,Very Poor,OK,Good Quality And Desgin,3604,0,2003,0,98038,2821,8568,(500000-600000]
7016100380,20150423T000000,515000,4,2.5,1910,8980,1,0,Very Poor,Good,Good Quality And Desgin,1160,729,1970,0,98011,1920,7396,(500000-600000]
9322800230,20141212T000000,1.25E+06,4,2.5,2968,19969,2,0,Excellent,Good,Good Quality And Desgin,2977,0,1985,0,98146,2518,14823,(1200000-1300000]
9264911150,20150423T000000,310000,3,1.75,2105,7187,1,0,Very Poor,OK,Good Quality And Desgin,1565,583,1979,0,98023,2171,7876,(300000-400000]
3541600235,20141028T000000,350000,3,1.75,1910,10173,1,0,Very Poor,Good,Good Quality And Desgin,1235,653,1963,0,98166,1870,12722,(300000-400000]
6116500341,20150112T000000,419000,4,1.5,2171,23765,1,0,Very Poor,Good,Average Quality And Design,2160,0,1950,0,98166,2171,10147,(400000-500000]
2473400110,20140826T000000,315500,3,1.75,1839,8397,1,0,Very Poor,OK,Average Quality And Design,974,886,1977,0,98058,1770,8404,(300000-400000]
9276200190,20150416T000000,569950,5,1,1445,6300,1.5,0,Very Poor,Good,Good Quality And Desgin,1420,0,1926,0,98116,1422,6272,(500000-600000]
7169500130,20141219T000000,495000,2,2.25,1445,1641,2,0,Very Poor,OK,Good Quality And Desgin,1270,199,2005,0,98115,1470,1054,(400000-500000]
2782100260,20150303T000000,647000,4,2.5,2370,5800,2,0,Very Poor,OK,Good Quality And Desgin,2380,0,2000,0,98075,2571,6547,(600000-700000]
8163000020,20150126T000000,805000,5,3,2239,18344,2,0,Very Poor,Good,Good Quality And Desgin,2236,0,1963,0,98027,1968,18282,(800000-900000]
2902200874,20150410T000000,920000,5,3,2239,4346,2,0,Very Poor,OK,Average Quality And Design,1715,505,1913,0,98102,1269,1824,(900000-1000000]
7016100570,20141201T000000,467500,4,2.5,3161,7207,1,0,Very Poor,Good,Average Quality And Design,1864,1265,1969,0,98034,2071,7598,(400000-500000]
6445800120,20150404T000000,679000,4,1.75,2239,40999,1,0,Very Poor,Good,Good Quality And Desgin,1675,583,1962,0,98029,3071,30330,(600000-700000]
2517000600,20150128T000000,315000,4,2.5,2766,3970,2,0,Very Poor,OK,Average Quality And Design,2786,0,2005,0,98042,2269,4209,(300000-400000]
8138870530,20140505T000000,419190,2,2.5,1580,1393,2,0,Very Poor,OK,Good Quality And Desgin,1605,0,2014,0,98029,1569,1540,(400000-500000]
7943000020,20150326T000000,183000,2,1,786,7248,1,0,Very Poor,Good,Average Quality And Design,757,0,1980,0,98003,1370,7876,(100000-200000]
4312700200,20140820T000000,195000,3,1,1316,9639,1,0,Very Poor,Good,Bad Quality And Design,1305,0,1975,0,98092,1169,10316,(100000-200000]
8103000110,20140603T000000,280000,2,1.5,1510,15335,1,0,Very Poor,Good,Average Quality And Design,1495,0,1940,0,98146,1520,7537,(200000-300000]
510000050,20141203T000000,762000,3,1.75,2171,2384,2,0,Very Poor,Good,Good Quality And Desgin,1420,729,1906,0,98103,1620,3596,(700000-800000]
4365200505,20141003T000000,354000,2,1,1381,7745,1,0,Very Poor,Good,Bad Quality And Design,1386,0,1925,0,98126,1269,7713,(300000-400000]
7787920080,20140616T000000,492500,5,2.5,2569,10020,2,0,Very Poor,OK,Good Quality And Desgin,2563,0,2006,0,98019,2869,9010,(400000-500000]
1795500060,20141021T000000,198400,3,1,1050,8713,1,0,Very Poor,Good,Average Quality And Design,1050,0,1962,0,98042,1269,8664,(100000-200000]
3438502668,20140829T000000,194000,3,1.75,1251,10553,1,0,Very Poor,Poor,Average Quality And Design,1127,128,1952,0,98106,1520,9150,(100000-200000]
5710500010,20140610T000000,490000,3,2,2239,10348,2,0,Very Poor,OK,Good Quality And Desgin,1641,583,1980,0,98027,2319,10025,(400000-500000]
1926069035,20140722T000000,299000,2,1,1050,192934,1,0,Very Poor,OK,Bad Quality And Design,1086,0,1942,0,98077,1968,62278,(200000-300000]
3244500037,20150406T000000,510000,3,2.5,2305,53677,1,0,Very Poor,Good,Good Quality And Desgin,1344,960,1981,0,98072,2668,50300,(500000-600000]
3325069060,20140912T000000,510000,3,1.75,1910,43813,1,0,Very Poor,Good,Average Quality And Design,1344,583,1962,0,98074,2518,59774,(500000-600000]
4104900150,20150414T000000,605000,5,3.5,3028,8843,2,0,Very Poor,OK,Good Quality And Desgin,3044,0,1989,0,98056,2668,8404,(600000-700000]
8651730290,20140805T000000,445000,4,3.25,1975,7207,2,0,Very Poor,OK,Average Quality And Design,1975,0,1979,0,98034,1968,7537,(400000-500000]
5428000070,20150511T000000,770000,5,3.5,4742,8197,2,0,OK,OK,Good Quality And Desgin,3347,1411,2013,0,98198,2171,14823,(700000-800000]
9831200500,20150304T000000,2.48E+06,5,3.75,6810,7497,2.5,0,Very Poor,OK,Very High Quality and Design,6113,729,1922,0,98102,2668,7537,(2400000-2500000]
3127200021,20140616T000000,850000,4,3.5,4148,7071,2,0,Very Poor,OK,Good Quality And Desgin,3155,960,2003,0,98034,2622,8893,(800000-900000]
126039394,20150508T000000,525000,4,2.75,2305,26943,1,0,Very Poor,Good,Good Quality And Desgin,2305,0,1950,0,98177,2021,9901,(500000-600000]
6705850300,20150414T000000,754999,4,2.5,3028,9255,2,0,Very Poor,OK,Good Quality And Desgin,3010,0,1992,0,98075,2821,8404,(700000-800000]
1853000530,20150312T000000,1.15E+06,4,3.75,5283,37115,2,0,Very Poor,OK,Very High Quality and Design,5310,0,1989,0,98077,3724,36927,(1100000-1200000]
9376301110,20140519T000000,518000,3,2.5,1710,1980,2,0,Very Poor,OK,Good Quality And Desgin,1386,279,2008,0,98117,1370,2258,(500000-600000]
952004725,20141106T000000,280000,2,1,851,5800,1,0,Very Poor,OK,Bad Quality And Design,866,0,1939,0,98126,1169,5796,(200000-300000]
7812800681,20150102T000000,166000,2,1,851,8477,1,0,Very Poor,Good,Bad Quality And Design,866,0,1944,0,98178,1370,6821,(100000-200000]
821049123,20141028T000000,389000,4,2.5,2434,9104,2,0,Very Poor,OK,Good Quality And Desgin,2415,0,1998,0,98003,1422,7203,(300000-400000]
4024100496,20140716T000000,360000,3,1.75,1510,12379,1,0,Very Poor,OK,Good Quality And Desgin,1235,279,1978,0,98155,1870,13339,(300000-400000]
3902300210,20140715T000000,607000,4,2.75,2171,16994,1,0,Very Poor,Good,Good Quality And Desgin,1235,886,1982,0,98033,2221,9311,(600000-700000]
8732000410,20150114T000000,272000,3,1.5,1777,9639,1,0,Very Poor,Good,Average Quality And Design,1756,0,1966,0,98031,1470,9588,(200000-300000]
3582500240,20140514T000000,510000,3,1.75,2171,26943,1,0,Very Poor,OK,Good Quality And Desgin,1455,729,1986,0,98074,2071,28858,(500000-600000]
8079100700,20150318T000000,689000,4,2.5,2239,7325,2,0,Very Poor,OK,Good Quality And Desgin,2236,0,1989,0,98029,2221,8030,(600000-700000]
3327750020,20140909T000000,347000,3,1,921,9255,1,0,Very Poor,OK,Average Quality And Design,935,0,1968,0,98052,1422,8326,(300000-400000]
9202650040,20140926T000000,401000,3,1,1116,8306,1,0,Very Poor,Good,Bad Quality And Design,1127,0,1941,1,98027,1968,8664,(400000-500000]
2806000560,20140722T000000,690000,4,3.25,3754,11715,2,0,Very Poor,OK,Good Quality And Desgin,2454,1265,1990,0,98029,3674,10732,(600000-700000]
7177300090,20140520T000000,395000,3,1.5,1050,2987,1.5,0,Very Poor,Good,Average Quality And Design,1086,0,1920,0,98115,1422,4980,(300000-400000]
1545803520,20150126T000000,251000,3,2,1646,7936,1,0,Very Poor,Good,Average Quality And Design,1641,0,1989,0,98038,1520,7977,(200000-300000]
6329000380,20140619T000000,319950,2,1,921,8306,1,0,Very Poor,OK,Average Quality And Design,935,0,1939,0,98146,2319,9774,(300000-400000]
8113100150,20140714T000000,210000,3,1,921,6675,1,0,Very Poor,OK,Bad Quality And Design,935,0,1948,0,98118,1870,8404,(200000-300000]
7436500060,20141020T000000,562000,4,2.25,2171,7071,1,0,Very Poor,OK,Good Quality And Desgin,1531,653,1974,0,98033,2021,7713,(500000-600000]
952007055,20141021T000000,500000,3,1,1050,4579,1,0,Very Poor,OK,Average Quality And Design,935,128,1930,0,98116,1071,4583,(500000-600000]
7899800915,20150209T000000,216000,2,1,721,5172,1,0,Very Poor,OK,Bad Quality And Design,714,0,1918,0,98106,1169,1246,(200000-300000]
9276202130,20150408T000000,590000,3,2.5,1710,2987,2,0,Very Poor,OK,Good Quality And Desgin,1715,0,2006,0,98116,1620,5796,(500000-600000]
644200090,20140715T000000,921000,3,2.25,2370,11068,1,0,Very Poor,Good,Good Quality And Desgin,2380,0,1963,0,98004,2021,11247,(900000-1000000]
7942602080,20140616T000000,660000,6,1.75,1839,2712,1,0,Very Poor,OK,Average Quality And Design,1050,808,1900,0,98122,1670,4359,(600000-700000]
1862400132,20140916T000000,379000,2,1,921,5445,1,0,Very Poor,OK,Average Quality And Design,935,0,1952,0,98117,1071,5468,(300000-400000]
9274200735,20150507T000000,567500,4,1.75,2171,5088,1,0,Very Poor,OK,Average Quality And Design,1195,1028,1950,0,98116,1520,4583,(500000-600000]
2968801605,20140902T000000,285000,4,1.75,1445,6675,1,0,Very Poor,Excellent,Bad Quality And Design,714,729,1954,0,98166,1819,6821,(200000-300000]
2521059042,20141107T000000,456000,5,2.75,2700,192934,1,0,Excellent,Good,Average Quality And Design,1715,1028,1968,0,98092,2821,250906,(400000-500000]
2316800100,20141105T000000,525000,3,2.5,2968,6675,2,0,Very Poor,OK,Good Quality And Desgin,2977,0,2003,0,98059,2770,6682,(500000-600000]
1982200480,20150402T000000,724950,4,2.5,2828,3628,1.5,0,OK,Excellent,Average Quality And Design,1715,1112,1924,0,98107,1770,3881,(700000-800000]
2473530150,20150323T000000,412950,4,2.5,2434,6806,2,0,Very Poor,OK,Good Quality And Desgin,2415,0,1993,0,98058,2469,8404,(400000-500000]
2922700865,20150326T000000,771000,4,2,2239,3797,1.5,0,Very Poor,Good,Average Quality And Design,1386,886,1929,0,98117,1620,3756,(700000-800000]
2787311480,20140929T000000,253000,3,1.75,1580,7412,1,0,Very Poor,Good,Average Quality And Design,1565,0,1971,0,98031,1920,7396,(200000-300000]
1091500120,20150213T000000,310000,4,2.75,1975,9747,1,0,Very Poor,OK,Average Quality And Design,1420,583,1986,0,98031,2319,10508,(300000-400000]
1954440060,20140505T000000,560000,3,2.5,1910,8713,2,0,Very Poor,OK,Good Quality And Desgin,1899,0,1987,0,98074,2021,8775,(500000-600000]
809002765,20141022T000000,610000,3,1,1180,3444,1.5,0,Very Poor,OK,Good Quality And Desgin,1195,0,1907,0,98109,1422,3376,(600000-700000]
3869900162,20140904T000000,335000,2,1.75,1050,1105,2,0,Very Poor,OK,Average Quality And Design,757,279,2006,0,98136,1020,1054,(300000-400000]
1887500045,20141226T000000,247500,4,2,2434,5977,1,0,Very Poor,Good,Average Quality And Design,1235,1265,1948,0,98002,1269,6682,(200000-300000]
513000585,20140707T000000,631500,4,2,2500,5698,1.5,0,Very Poor,Good,Good Quality And Desgin,1899,653,1910,0,98116,1319,5796,(600000-700000]
322069010,20150508T000000,435000,3,2,2569,236751,1.5,0,Very Poor,Good,Good Quality And Desgin,2563,0,1986,0,98038,2269,170386,(400000-500000]
1843100340,20150305T000000,348000,3,2.25,2569,8477,2,0,Very Poor,Good,Good Quality And Desgin,2563,0,1989,0,98042,2421,8030,(300000-400000]
3126049154,20140925T000000,570000,3,3,2370,3189,2,0,Very Poor,OK,Average Quality And Design,2415,0,1991,0,98103,1370,3073,(500000-600000]
4046601460,20140606T000000,407193,4,2,1910,14652,2,0,Very Poor,OK,Good Quality And Desgin,1864,0,1978,0,98014,1770,14823,(400000-500000]
723049156,20140523T000000,149000,3,1,1710,8713,1,0,Very Poor,OK,Bad Quality And Design,1715,0,1955,0,98146,1520,7977,(100000-200000]
9828700200,20140505T000000,831000,4,3,2171,4005,2,0,Very Poor,Good,Good Quality And Desgin,1605,583,1982,1,98112,1670,4026,(800000-900000]
2311400195,20150303T000000,1.56E+06,5,3.5,3622,8106,2,0,Very Poor,OK,Good Quality And Desgin,3639,0,2008,0,98004,1719,8229,(1500000-1600000]
3179100790,20140915T000000,766500,2,1.75,2239,6958,1,0,Very Poor,Good,Good Quality And Desgin,1531,729,1947,0,98105,1968,6976,(700000-800000]
5647900650,20141120T000000,500000,5,3,3692,25842,2,0,Excellent,OK,Good Quality And Desgin,2086,1647,1986,0,98001,1870,14823,(500000-600000]
3216900100,20140612T000000,315000,3,2.5,1910,7071,2,0,Very Poor,OK,Good Quality And Desgin,1864,0,1993,0,98031,1870,6976,(300000-400000]
6190500380,20141027T000000,546200,3,2.5,2700,6675,2,0,Very Poor,OK,Good Quality And Desgin,2675,0,1998,0,98028,2770,6682,(500000-600000]
3705900238,20140828T000000,439995,3,1.75,1580,8397,1,0,Very Poor,Good,Average Quality And Design,1565,0,1959,0,98133,1870,8664,(400000-500000]
2723069147,20140902T000000,635000,3,2.25,2700,180163,1,0,Very Poor,OK,Good Quality And Desgin,2675,0,2004,0,98038,3168,215202,(600000-700000]
