pos,id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,sqft_living15,sqft_lot15,price_range
5950,5561400740,5,3.25,[4109-4309],[37541-54862],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],[1067-1217],1972,98027,[2658-2908],[13651-14050],[500000-600000)
5951,3904910610,4,2.5,[2300-2500],[7279-8029],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1987,98029,[1905-2155],[8051-8450],[700000-800000)
5952,1795900360,4,2.5,[2099-2299],[8781-9531],2,0,Very Poor,Good,Good Quality And Desgin,[2040-2289],NoBasement,1985,98052,[2156-2406],[8851-9250],[600000-700000)
5953,8731901810,4,1.75,[1898-2098],[8030-8780],1,0,Very Poor,Good,Good Quality And Desgin,[1790-2039],NoBasement,1967,98023,[1905-2155],[8051-8450],[200000-300000)
5954,3811300090,3,1.75,[1697-1897],[8030-8780],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],[463-613],1983,98055,[1403-1653],[8851-9250],[300000-400000)
5955,1762600070,4,2.5,[3707-3907],[21510-37540],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],[1218-1368],1984,98033,[3662-3912],[13651-14050],[900000-1000000)
5956,5469700570,5,2.5,[2903-3103],[21510-37540],1,0,Very Poor,Good,Good Quality And Desgin,[1540-1789],[1218-1368],1969,98031,[1905-2155],[13651-14050],[400000-500000)
5957,2592400170,4,2.5,[2099-2299],[6528-7278],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[1067-1217],1972,98034,[1654-1904],[7251-7650],[400000-500000)
5958,3224600340,4,2.5,[2702-2902],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,1999,98074,[2658-2908],[6051-6450],[600000-700000)
5959,3905100070,3,2.5,[1496-1696],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],NoBasement,1995,98029,[1654-1904],[3851-4050],[400000-500000)
5960,8078520090,3,2,[1496-1696],[5026-5776],1,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1998,98092,[1403-1653],[5651-6050],[200000-300000)
5961,1257200020,3,1,[1094-1294],[4275-5025],1.5,0,Very Poor,OK,Bad Quality And Design,[790-1039],[161-311],1903,98115,[1654-1904],[4051-4450],[500000-600000)
5962,8011100125,4,2.75,[2501-2701],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,2014,98056,[2658-2908],[7651-8050],[500000-600000)
5963,9536601045,3,1,[1496-1696],[8781-9531],1,0,Very Poor,Good,Average Quality And Design,[1540-1789],NoBasement,1960,98198,[1152-1402],[9251-9650],[200000-300000)
5964,3797000295,2,1,[692-892],[2021-3523],1,0,Very Poor,OK,Average Quality And Design,[790-1039],NoBasement,1927,98103,[1152-1402],[3051-3250],[400000-500000)
5965,686450330,4,2.25,[1898-2098],[11871-14750],1,0,Very Poor,Good,Good Quality And Desgin,[2040-2289],NoBasement,1968,98008,[2156-2406],[8451-8850],[500000-600000)
5966,2985800225,3,1,[1496-1696],[6528-7278],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1943,98105,[1403-1653],[6451-6850],[500000-600000)
5967,2425049063,4,3.25,>=4511,[21510-37540],2,1,Excellent,Good,Very High Quality and Design,>=4290,NoBasement,1990,98039,[3662-3912],[13651-14050],[3600000-3700000)
5968,6751100125,3,1.5,[1697-1897],[8781-9531],1,0,Very Poor,Good,Average Quality And Design,[1540-1789],NoBasement,1955,98007,[1152-1402],[9651-10050],[400000-500000)
5969,2624089007,2,2.5,[3707-3907],>=54863,2,0,Very Poor,OK,Very High Quality and Design,[3790-4039],NoBasement,2009,98065,[2658-2908],[13651-14050],[2000000-2100000)
5970,3024059014,4,2.25,[2903-3103],[10283-11870],1.5,1,Good,Excellent,Good Quality And Desgin,[2040-2289],[765-915],1916,98040,[3662-3912],[11251-11650],[1900000-2000000)
5971,8092501240,3,1.5,[1496-1696],[8781-9531],1,0,Very Poor,Good,Average Quality And Design,[1540-1789],NoBasement,1967,98042,[1403-1653],[10451-10850],[200000-300000)
5972,1644500450,3,3,[2099-2299],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],<=160,2002,98056,[2658-2908],[5651-6050],[600000-700000)
5973,6204420070,4,1.75,[1496-1696],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1979,98011,[1654-1904],[8051-8450],[400000-500000)
5974,8856920250,3,2.5,[2099-2299],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,1990,98058,[2156-2406],[8451-8850],[300000-400000)
5975,3438501860,3,1,[893-1093],[5777-6527],1,0,Very Poor,OK,Bad Quality And Design,[790-1039],<=160,1950,98106,[1654-1904],[5651-6050],[300000-400000)
5976,5300200085,5,1,[1697-1897],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[1540-1789],[161-311],1962,98168,[1654-1904],[7651-8050],[200000-300000)
5977,8670900140,3,2.25,[3104-3304],[3524-4274],2,0,Very Poor,Excellent,Good Quality And Desgin,[2540-2789],[463-613],1914,98102,[2156-2406],[3851-4050],[900000-1000000)
5978,1930300190,3,1,[1496-1696],[3524-4274],1.5,0,Very Poor,Excellent,Average Quality And Design,[1540-1789],NoBasement,1909,98103,[1905-2155],[3851-4050],[700000-800000)
5979,6300500475,3,2.5,[1496-1696],[1270-2020],3,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,2014,98133,[1403-1653],[2251-2450],[400000-500000)
5980,7212651440,3,2.5,[1898-2098],[8030-8780],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,1992,98003,[1905-2155],[8851-9250],[200000-300000)
5981,1250200415,2,1.75,[893-1093],<=1269,2,0,Very Poor,OK,Average Quality And Design,[790-1039],<=160,2008,98144,[1152-1402],[1251-1450],[300000-400000)
5982,434000040,2,1,[893-1093],[5026-5776],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1951,98115,[1905-2155],[6851-7250],[500000-600000)
5983,3797001920,2,1,[692-892],[2021-3523],1,0,Very Poor,Good,Bad Quality And Design,[540-789],NoBasement,1918,98103,[1403-1653],[4451-4850],[300000-400000)
5984,8651401720,3,1.5,[1496-1696],[5026-5776],1,0,Very Poor,Good,Bad Quality And Design,[1540-1789],NoBasement,1968,98042,[901-1151],[5251-5650],[200000-300000)
5985,3348401740,2,1.5,[1094-1294],[14751-21509],1,0,Very Poor,OK,Bad Quality And Design,[1040-1289],NoBasement,1924,98178,[1654-1904],[8051-8450],[100000-200000)
5986,1854900330,4,2.5,[3104-3304],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,2005,98074,[2909-3159],[4851-5250],[600000-700000)
5987,6620400631,4,1.75,[1697-1897],[8781-9531],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[614-764],1960,98168,[1152-1402],[8451-8850],[200000-300000)
5988,8682310430,2,2,[1496-1696],[4275-5025],1,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,2008,98053,[1654-1904],[4851-5250],[500000-600000)
5989,642500080,4,2.5,[2903-3103],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,2003,98031,[2658-2908],[5251-5650],[300000-400000)
5990,2525059172,6,2.5,[3104-3304],[11871-14750],2,0,Very Poor,Good,Good Quality And Desgin,[3040-3289],NoBasement,1979,98052,[2658-2908],[12851-13250],[600000-700000)
5991,1072030510,4,2.25,[2099-2299],[11871-14750],1,0,Very Poor,Good,Good Quality And Desgin,[1540-1789],[463-613],1981,98059,[1905-2155],[12451-12850],[400000-500000)
5992,9542830350,4,2.5,[1697-1897],[3524-4274],2,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,2006,98038,[1905-2155],[3651-3850],[200000-300000)
5993,2112700185,3,2.5,[3104-3304],[5777-6527],1,0,OK,OK,Good Quality And Desgin,[1540-1789],[1520-1670],1967,98106,[1905-2155],[5651-6050],[400000-500000)
5994,3883800011,3,1,[692-892],[10283-11870],1,0,Very Poor,OK,Bad Quality And Design,[790-1039],NoBasement,1954,98146,[901-1151],[10851-11250],[200000-300000)
5995,8856890020,3,1.75,[1496-1696],[9532-10282],1,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],[312-462],1989,98058,[1654-1904],[9651-10050],[200000-300000)
5996,452002135,4,2.5,[2702-2902],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,2012,98107,[1654-1904],[4851-5250],[1000000-1100000)
5997,9211010840,4,2.5,[2903-3103],[8781-9531],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,2008,98059,[3160-3410],[5251-5650],[500000-600000)
5998,3625049088,4,3.25,[3908-4108],[14751-21509],1,0,Very Poor,Good,Good Quality And Desgin,[4040-4289],NoBasement,1954,98039,[2909-3159],[13651-14050],[2200000-2300000)
5999,2325069054,2,1,[1295-1495],>=54863,1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1940,98053,[1905-2155],[13651-14050],[200000-300000)
6000,2599001010,3,1,[893-1093],[7279-8029],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1962,98092,[901-1151],[8051-8450],[100000-200000)
6001,9238500040,3,2.5,[2903-3103],[21510-37540],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],[1369-1519],1967,98072,[2156-2406],[13651-14050],[400000-500000)
6002,822039111,3,2.5,[2099-2299],>=54863,1,0,Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,1997,98070,[1152-1402],[13651-14050],[600000-700000)
6003,2568300266,4,2.5,[3104-3304],[10283-11870],1,0,Very Poor,Excellent,Good Quality And Desgin,[2040-2289],[916-1066],1946,98125,[901-1151],[8451-8850],[600000-700000)
6004,7137950350,4,3,[1898-2098],[5026-5776],1,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],[463-613],1993,98092,[1905-2155],[6051-6450],[200000-300000)
6005,6379500227,3,2.5,[1697-1897],[1270-2020],2,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],[463-613],2003,98116,[1152-1402],[1251-1450],[500000-600000)
6006,4330600435,3,1.75,[1496-1696],[14751-21509],1,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1954,98166,[901-1151],[7651-8050],[200000-300000)
6007,1704900206,3,1.75,[1697-1897],[6528-7278],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],[463-613],1965,98118,[1403-1653],[5251-5650],[400000-500000)
6008,3630180340,4,2.5,[3305-3505],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[3290-3539],NoBasement,2006,98027,[3160-3410],[4851-5250],[800000-900000)
6009,6648500390,3,2.25,[1898-2098],[5777-6527],1,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],[463-613],1979,98042,[1654-1904],[8851-9250],[200000-300000)
6010,2568800160,4,1,[1697-1897],[6528-7278],1.5,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1950,98125,[1905-2155],[7651-8050],[400000-500000)
6011,2200500350,2,1,[1496-1696],[11871-14750],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[463-613],1954,98006,[1403-1653],[13251-13650],[500000-600000)
6012,9422400035,2,2,[1898-2098],[5777-6527],2,0,Poor,OK,Average Quality And Design,[2040-2289],NoBasement,1918,98116,[1403-1653],[5251-5650],[400000-500000)
6013,4139400060,4,2.5,[2903-3103],[8781-9531],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,1991,98006,[2658-2908],[8451-8850],[800000-900000)
6014,7203100120,4,2.75,[2300-2500],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,2010,98053,[2407-2657],[4851-5250],[600000-700000)
6015,7853230570,3,2.5,[2099-2299],[5777-6527],2,0,Very Poor,OK,Average Quality And Design,[2040-2289],NoBasement,2004,98065,[2156-2406],[6051-6450],[400000-500000)
6016,5412400180,3,2.5,[1295-1495],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[161-311],1988,98030,[1403-1653],[7651-8050],[200000-300000)
6017,8032700110,3,2.5,[1295-1495],[2021-3523],3,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],NoBasement,2007,98103,[1403-1653],[1451-1650],[600000-700000)
6018,1257202430,4,3.5,[2501-2701],[2021-3523],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],[463-613],2001,98103,[1403-1653],[3051-3250],[1000000-1100000)
6019,8118600025,4,1,[1496-1696],[7279-8029],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[312-462],1939,98146,[1403-1653],[7651-8050],[500000-600000)
6020,3395800295,2,1,[893-1093],[8781-9531],1,0,Very Poor,OK,Bad Quality And Design,[790-1039],NoBasement,1956,98146,[1403-1653],[8051-8450],[200000-300000)
6021,2801910100,3,2.5,[2903-3103],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,2013,98052,[3160-3410],[5251-5650],[700000-800000)
6022,620079042,2,1,[2300-2500],>=54863,1,0,OK,Poor,Bad Quality And Design,[1040-1289],[1067-1217],1947,98022,[2407-2657],[13651-14050],[300000-400000)
6023,1787600224,3,2.5,[1496-1696],[6528-7278],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[463-613],1967,98125,[1654-1904],[7251-7650],[300000-400000)
6024,5125400385,4,1.75,[1496-1696],[14751-21509],1.5,0,Very Poor,Good,Bad Quality And Design,[1290-1539],NoBasement,1938,98002,[1403-1653],[13251-13650],[200000-300000)
6025,5637500082,3,2,[893-1093],<=1269,2,0,Very Poor,OK,Average Quality And Design,[540-789],[312-462],2006,98136,[1152-1402],[1451-1650],[300000-400000)
6026,2721600125,5,2.75,[2501-2701],[5026-5776],1.5,0,OK,OK,Good Quality And Desgin,[2040-2289],[312-462],1923,98109,[2658-2908],[3851-4050],[1100000-1200000)
6027,4221250010,4,2.5,[2501-2701],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,2005,98075,[2156-2406],[4451-4850],[600000-700000)
6028,6117900010,3,3.25,[3305-3505],[14751-21509],2,0,Very Poor,OK,Very High Quality and Design,[2540-2789],[614-764],1989,98166,[3411-3661],[13651-14050],[700000-800000)
6029,4226900211,4,1,[1295-1495],[5777-6527],1.5,0,Very Poor,Poor,Bad Quality And Design,[1290-1539],NoBasement,1900,98122,[901-1151],[5651-6050],[500000-600000)
6030,8155870200,4,2.5,[1898-2098],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,2014,98003,[1905-2155],[4851-5250],[300000-400000)
6031,856001130,4,2.5,[3506-3706],[8781-9531],2,0,Very Poor,OK,Good Quality And Desgin,[3540-3789],NoBasement,2001,98033,[1654-1904],[7651-8050],[1300000-1400000)
6032,9829200566,3,3,[3707-3907],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],[916-1066],1989,98122,[2407-2657],[6051-6450],[1100000-1200000)
6033,9117100130,5,1.75,[2702-2902],[8781-9531],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],[1218-1368],1965,98055,[1654-1904],[9251-9650],[300000-400000)
6034,3585900045,5,2.75,[2903-3103],[21510-37540],1,0,Good,Good,Good Quality And Desgin,[2040-2289],[765-915],1959,98177,[2909-3159],[13651-14050],[1200000-1300000)
6035,4038400150,3,1.75,[2702-2902],[8781-9531],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],[1369-1519],1960,98007,[1905-2155],[8851-9250],[400000-500000)
6036,304000530,3,1.5,[1295-1495],[8030-8780],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1961,98092,[1654-1904],[8451-8850],[100000-200000)
6037,6446200175,3,2.5,[2903-3103],[37541-54862],1,0,Very Poor,Excellent,Good Quality And Desgin,[1290-1539],[1369-1519],1968,98029,[2156-2406],[13651-14050],[700000-800000)
6038,2591720160,3,2.75,[3506-3706],>=54863,2,0,Very Poor,OK,Good Quality And Desgin,[3290-3539],NoBasement,1990,98038,[2909-3159],[13651-14050],[600000-700000)
6039,8082400076,4,2.25,[2300-2500],[4275-5025],2,0,Very Poor,Good,Good Quality And Desgin,[2040-2289],<=160,1948,98117,[1654-1904],[4451-4850],[800000-900000)
6040,2741100280,3,1.75,[1898-2098],[4275-5025],1,0,Very Poor,Excellent,Bad Quality And Design,[790-1039],[916-1066],1911,98108,[1654-1904],[4851-5250],[400000-500000)
6041,8562770350,3,3.5,[2702-2902],[2021-3523],2,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],[916-1066],2005,98027,[2156-2406],[2651-2850],[600000-700000)
6042,7787110510,4,2.5,[2300-2500],[10283-11870],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1997,98045,[2156-2406],[9651-10050],[300000-400000)
6043,5101401816,3,1,[893-1093],[5026-5776],1,0,Very Poor,Good,Average Quality And Design,[790-1039],<=160,1928,98115,[1403-1653],[5251-5650],[500000-600000)
6044,3438501150,3,2,[692-892],[7279-8029],1,0,Very Poor,Excellent,Bad Quality And Design,[540-789],NoBasement,1947,98106,[901-1151],[6851-7250],[300000-400000)
6045,7524950210,4,2.5,[2702-2902],[9532-10282],2,0,Very Poor,Good,Good Quality And Desgin,[2540-2789],NoBasement,1986,98027,[2909-3159],[10851-11250],[900000-1000000)
6046,1338800430,3,1.75,[2099-2299],[2021-3523],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],[161-311],1921,98112,>=3913,[6051-6450],[900000-1000000)
6047,1774000050,4,2.5,[2099-2299],[10283-11870],1,0,Very Poor,Good,Good Quality And Desgin,[2040-2289],NoBasement,1968,98072,[1654-1904],[10851-11250],[400000-500000)
6048,1231000520,4,2.5,[2099-2299],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],[463-613],2002,98118,[2156-2406],[3851-4050],[600000-700000)
6049,2473250850,4,2,[1697-1897],[7279-8029],1,0,Very Poor,Excellent,Average Quality And Design,[790-1039],[765-915],1974,98058,[1403-1653],[7251-7650],[300000-400000)
6050,170000215,5,2.75,[2702-2902],[4275-5025],1.5,0,Very Poor,Good,Good Quality And Desgin,[1540-1789],[916-1066],1913,98107,[1654-1904],[4451-4850],[700000-800000)
6051,6123000090,3,1.5,[893-1093],[8030-8780],1,0,Very Poor,Good,Average Quality And Design,[790-1039],NoBasement,1952,98148,[1403-1653],[9251-9650],[200000-300000)
6052,7972601030,3,1.5,[1295-1495],[6528-7278],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[161-311],1948,98106,[1152-1402],[6851-7250],[400000-500000)
6053,7905200381,2,1.75,[1295-1495],[4275-5025],1,0,Very Poor,Good,Average Quality And Design,[790-1039],[463-613],1927,98116,[1152-1402],[6451-6850],[400000-500000)
6054,8725950170,2,2.25,[2099-2299],[2021-3523],2,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],[312-462],2007,98004,[1905-2155],[1851-2050],[900000-1000000)
6055,5458800125,4,2.5,[2099-2299],[7279-8029],2.5,0,Very Poor,Excellent,Good Quality And Desgin,[2040-2289],NoBasement,1958,98040,[1654-1904],[7251-7650],[900000-1000000)
6056,4139430410,4,3.5,[4109-4309],[11871-14750],2,0,OK,OK,Good Quality And Desgin,[4040-4289],NoBasement,1994,98006,>=3913,[12851-13250],[1100000-1200000)
6057,3654800040,3,2.5,[1496-1696],[6528-7278],2,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1993,98038,[1403-1653],[6051-6450],[200000-300000)
6058,4058800875,4,1.75,[1697-1897],[5777-6527],1,0,OK,Good,Average Quality And Design,[1040-1289],[463-613],1950,98178,[1905-2155],[6051-6450],[300000-400000)
6059,797000330,3,1.75,[2099-2299],[14751-21509],1,0,Very Poor,OK,Average Quality And Design,[1540-1789],[463-613],1978,98168,[1403-1653],[13651-14050],[300000-400000)
6060,5452301800,4,3.75,>=4511,[8781-9531],1.5,0,OK,OK,Good Quality And Desgin,[3040-3289],[1218-1368],1992,98040,[3160-3410],[8851-9250],[1200000-1300000)
6061,9348700490,4,2.5,[3506-3706],[8781-9531],2,0,Very Poor,OK,Good Quality And Desgin,[3540-3789],NoBasement,2003,98052,[3160-3410],[7251-7650],[800000-900000)
6062,8805900430,4,2.5,[1898-2098],[4275-5025],2,0,Very Poor,Good,Good Quality And Desgin,[1790-2039],NoBasement,1925,98112,[1654-1904],[4851-5250],[1100000-1200000)
6063,9408300310,3,1.75,[2300-2500],[21510-37540],1,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1984,98072,[2407-2657],[13651-14050],[500000-600000)
6064,3876200100,4,2,[1496-1696],[7279-8029],1,0,Very Poor,Good,Average Quality And Design,[1540-1789],NoBasement,1968,98034,[1654-1904],[7251-7650],[400000-500000)
6065,567000382,2,1,[692-892],<=1269,2,0,Very Poor,OK,Average Quality And Design,[540-789],NoBasement,2009,98144,[901-1151],[1251-1450],[300000-400000)
6066,301400940,3,2.25,[1295-1495],[2021-3523],2,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,2012,98002,[1403-1653],[2651-2850],[200000-300000)
6067,3300701440,2,1.75,[1295-1495],[3524-4274],1,0,Very Poor,Good,Bad Quality And Design,[540-789],[614-764],1925,98117,[901-1151],[3851-4050],[400000-500000)
6068,8562790580,4,3.25,[2903-3103],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],[765-915],2012,98027,[2156-2406],[2451-2650],[800000-900000)
6069,104550690,4,2.75,[2300-2500],[7279-8029],2,0,Very Poor,OK,Average Quality And Design,[2290-2539],NoBasement,1989,98023,[1905-2155],[6451-6850],[200000-300000)
6070,8691300380,3,2.75,[2903-3103],[11871-14750],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,1997,98075,[2909-3159],[10451-10850],[700000-800000)
6071,1822039138,2,2.25,[2300-2500],[14751-21509],2,1,Excellent,Good,Good Quality And Desgin,[2290-2539],NoBasement,1976,98070,[1403-1653],[13651-14050],[600000-700000)
6072,7732400490,4,2.5,[2099-2299],[7279-8029],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,1986,98052,[2407-2657],[8451-8850],[700000-800000)
6073,2402100575,6,3.75,[2903-3103],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],[916-1066],2014,98103,[1403-1653],[4851-5250],[1100000-1200000)
6074,7211400615,3,1,[893-1093],[4275-5025],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1959,98146,[1403-1653],[4851-5250],[200000-300000)
6075,3880900010,5,3.25,[3305-3505],[8781-9531],2,0,Good,OK,Good Quality And Desgin,[2540-2789],[614-764],1912,98119,[3411-3661],[6851-7250],[2400000-2500000)
6076,1176000964,4,1.75,[1295-1495],[3524-4274],1.5,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1946,98107,[1403-1653],[5251-5650],[600000-700000)
6077,9482700455,4,2.75,[2501-2701],[4275-5025],1.5,0,Very Poor,Excellent,Average Quality And Design,[1540-1789],[765-915],1925,98103,[1403-1653],[3851-4050],[600000-700000)
6078,9353300600,3,1.5,[1295-1495],[10283-11870],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1966,98059,[1403-1653],[10451-10850],[300000-400000)
6079,2770604615,4,2,[1496-1696],[5777-6527],1.5,0,Very Poor,Good,Good Quality And Desgin,[1540-1789],NoBasement,1911,98119,[1654-1904],[5651-6050],[700000-800000)
6080,4278900110,3,3.25,[1898-2098],[2021-3523],2,0,OK,Good,Good Quality And Desgin,[1040-1289],[765-915],1984,98122,[2658-2908],[6451-6850],[900000-1000000)
6081,192450180,3,1.5,[1094-1294],[14751-21509],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[161-311],1985,98045,[1152-1402],[13651-14050],[300000-400000)
6082,3303230110,3,1.75,[1295-1495],[6528-7278],1,0,Very Poor,Excellent,Average Quality And Design,[1290-1539],NoBasement,1972,98034,[1403-1653],[6851-7250],[400000-500000)
6083,3023039066,3,1,[1697-1897],[11871-14750],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],[312-462],1941,98070,[1152-1402],[12851-13250],[300000-400000)
6084,925059193,4,3.75,[4109-4309],[9532-10282],2,0,Very Poor,OK,Good Quality And Desgin,[4040-4289],NoBasement,2008,98033,[1905-2155],[8851-9250],[1000000-1100000)
6085,3380900125,3,1,[1496-1696],[8781-9531],1,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1954,98177,[1403-1653],[8851-9250],[300000-400000)
6086,2570300240,5,1.75,[1697-1897],[9532-10282],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[916-1066],1963,98034,[1403-1653],[9651-10050],[400000-500000)
6087,7335400065,4,1.5,[1496-1696],[6528-7278],1,0,Very Poor,Excellent,Bad Quality And Design,[1540-1789],NoBasement,1911,98002,[901-1151],[6451-6850],[200000-300000)
6088,7853300720,4,2.5,[2300-2500],[5777-6527],2,0,Very Poor,OK,Average Quality And Design,[2290-2539],NoBasement,2006,98065,[2156-2406],[4451-4850],[400000-500000)
6089,126039599,4,2.25,[1697-1897],[6528-7278],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[463-613],1979,98177,[2156-2406],[7251-7650],[400000-500000)
6090,2426059103,4,2.25,[2702-2902],[37541-54862],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,1983,98072,[2658-2908],[13651-14050],[800000-900000)
6091,3293400020,4,3.5,[3506-3706],[21510-37540],2,0,Very Poor,OK,Very High Quality and Design,[3540-3789],NoBasement,1990,98052,[3662-3912],[13651-14050],[900000-1000000)
6092,2207200675,3,1.5,[1496-1696],[6528-7278],1,0,Very Poor,Good,Average Quality And Design,[1540-1789],NoBasement,1956,98007,[1403-1653],[7251-7650],[400000-500000)
6093,8651410090,2,1,[692-892],[5026-5776],1,0,Very Poor,Excellent,Bad Quality And Design,[790-1039],NoBasement,1969,98042,[901-1151],[4851-5250],[200000-300000)
6094,5467910020,3,2.5,[2501-2701],[11871-14750],1,0,Very Poor,Good,Good Quality And Desgin,[2540-2789],NoBasement,1988,98042,[1905-2155],[12851-13250],[400000-500000)
6095,7983000200,3,1,[1295-1495],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1968,98003,[1152-1402],[7651-8050],[200000-300000)
6096,1561900180,3,2.5,[2300-2500],[8781-9531],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1989,98031,[2407-2657],[9651-10050],[300000-400000)
6097,2310050040,4,2.5,[1898-2098],[7279-8029],2,0,Very Poor,OK,Average Quality And Design,[1790-2039],NoBasement,2003,98038,[1654-1904],[6851-7250],[300000-400000)
6098,8964800330,4,3.75,>=4511,[14751-21509],1,0,Very Poor,OK,Very High Quality and Design,[4040-4289],[765-915],2013,98004,[2909-3159],[12451-12850],[3000000-3100000)
6099,3668000830,3,1.75,[1898-2098],[8781-9531],2,0,Very Poor,Good,Average Quality And Design,[1790-2039],NoBasement,1988,98092,[1403-1653],[8451-8850],[200000-300000)
6100,3356404198,4,2.5,[1898-2098],[14751-21509],2,0,Very Poor,OK,Bad Quality And Design,[2040-2289],NoBasement,1993,98001,[1403-1653],[7651-8050],[200000-300000)
6101,4137010530,4,2.5,[2501-2701],[9532-10282],2,0,OK,OK,Good Quality And Desgin,[1790-2039],[463-613],1990,98092,[1905-2155],[9651-10050],[300000-400000)
